ecocyc_id,entity_id,entity_type,mapping_method,source_file
CPD-9235,molecule.ecocyc.CPD-9235,small_molecule,EcoCyc compound fallback,compounds.dat
DIACETYL,molecule.C00741,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1493,molecule.ecocyc.CPD0-1493,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-15871,molecule.ecocyc.CPD-15871,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-19712,molecule.ecocyc.CPD-19712,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-196,molecule.C01944,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
THZ-P,molecule.C04327,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2056,molecule.ecocyc.CPD0-2056,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-15909,molecule.ecocyc.CPD-15909,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-111,molecule.C02923,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE,molecule.C01233,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
COFORMYCIN,molecule.ecocyc.COFORMYCIN,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1119,molecule.ecocyc.CPD0-1119,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-13395,molecule.ecocyc.CPD-13395,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-9924,molecule.C16519,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-12814,molecule.ecocyc.CPD-12814,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1138,molecule.ecocyc.CPD0-1138,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-1107,molecule.C01284,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1467,molecule.ecocyc.CPD0-1467,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-12334,molecule.C19879,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-8815,molecule.C14103,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
OXALACETIC_ACID,molecule.C00036,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1914,molecule.ecocyc.CPD0-1914,small_molecule,EcoCyc compound fallback,compounds.dat
BUTANEDIOL,molecule.C03044,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
DOLICHOL-GROUP,molecule.ecocyc.DOLICHOL-GROUP,small_molecule,EcoCyc compound fallback,compounds.dat
AMMONIUM,molecule.ecocyc.AMMONIUM,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-919,molecule.ecocyc.CPD0-919,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1627,molecule.ecocyc.CPD0-1627,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-15870,molecule.C18237,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE,molecule.C04352,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2656,molecule.ecocyc.CPD0-2656,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2082,molecule.ecocyc.CPD0-2082,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2099,molecule.ecocyc.CPD0-2099,small_molecule,EcoCyc compound fallback,compounds.dat
DICOUMAROL,molecule.ecocyc.DICOUMAROL,small_molecule,EcoCyc compound fallback,compounds.dat
PAPS,molecule.C00053,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-16462,molecule.ecocyc.CPD-16462,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-22331,molecule.ecocyc.CPD-22331,small_molecule,EcoCyc compound fallback,compounds.dat
PHOSPHONATE,molecule.ecocyc.PHOSPHONATE,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-17753,molecule.ecocyc.CPD-17753,small_molecule,EcoCyc compound fallback,compounds.dat
FAD,molecule.C00016,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
5-HYDROXY-CTP,molecule.ecocyc.5-HYDROXY-CTP,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1081,molecule.ecocyc.CPD0-1081,small_molecule,EcoCyc compound fallback,compounds.dat
QUINATE,molecule.C00296,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2628,molecule.ecocyc.CPD0-2628,small_molecule,EcoCyc compound fallback,compounds.dat
LIPID-IV-A,molecule.C04919,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-7082,molecule.ecocyc.CPD-7082,small_molecule,EcoCyc compound fallback,compounds.dat
PUROMYCIN,molecule.ecocyc.PUROMYCIN,small_molecule,EcoCyc compound fallback,compounds.dat
3-KETO-L-GULONATE,molecule.C00618,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-1490,molecule.ecocyc.CPD-1490,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1083,molecule.ecocyc.CPD0-1083,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-20897,molecule.ecocyc.CPD-20897,small_molecule,EcoCyc compound fallback,compounds.dat
TAGATOSE-6-PHOSPHATE,molecule.C01097,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-12047,molecule.ecocyc.CPD-12047,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-26469,molecule.ecocyc.CPD-26469,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2278,molecule.ecocyc.CPD0-2278,small_molecule,EcoCyc compound fallback,compounds.dat
MALTOTETRAOSE,molecule.ecocyc.MALTOTETRAOSE,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1718,molecule.ecocyc.CPD0-1718,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-3662,molecule.ecocyc.CPD-3662,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-219,molecule.C00739,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2547,molecule.ecocyc.CPD0-2547,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-3781,molecule.ecocyc.CPD-3781,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-173,molecule.ecocyc.CPD-173,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2676,molecule.ecocyc.CPD0-2676,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1283,molecule.ecocyc.CPD0-1283,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2400,molecule.ecocyc.CPD0-2400,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-15392,molecule.ecocyc.CPD-15392,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-18805,molecule.ecocyc.CPD-18805,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-3624,molecule.ecocyc.CPD-3624,small_molecule,EcoCyc compound fallback,compounds.dat
CH33ADO,molecule.ecocyc.CH33ADO,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2419,molecule.ecocyc.CPD0-2419,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-17968,molecule.ecocyc.CPD-17968,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-12575,molecule.C00029,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
D-aspartate-peptidoglycan,molecule.ecocyc.D-aspartate-peptidoglycan,small_molecule,EcoCyc compound fallback,compounds.dat
TESTOSTERONE,molecule.C00535,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
NAIR,molecule.ecocyc.NAIR,small_molecule,EcoCyc compound fallback,compounds.dat
IODOACETAMIDE,molecule.ecocyc.IODOACETAMIDE,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2041,molecule.ecocyc.CPD0-2041,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-16720,molecule.ecocyc.CPD-16720,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2018,molecule.C02376,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1712,molecule.ecocyc.CPD0-1712,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-24335,molecule.C00033,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-15326,molecule.C20327,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-10303,molecule.ecocyc.CPD-10303,small_molecule,EcoCyc compound fallback,compounds.dat
TYLOSIN,molecule.ecocyc.TYLOSIN,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1884,molecule.ecocyc.CPD0-1884,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-22030,molecule.ecocyc.CPD-22030,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-18394,molecule.ecocyc.CPD-18394,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-19916,molecule.ecocyc.CPD-19916,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1032,molecule.ecocyc.CPD0-1032,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-24862,molecule.ecocyc.CPD-24862,small_molecule,EcoCyc compound fallback,compounds.dat
ALPHA-GLUCOSE-16-BISPHOSPHATE,molecule.C01231,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2542,molecule.ecocyc.CPD0-2542,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1681,molecule.ecocyc.CPD0-1681,small_molecule,EcoCyc compound fallback,compounds.dat
PYRIDOXINE-5P,molecule.C00627,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-7388,molecule.ecocyc.CPD-7388,small_molecule,EcoCyc compound fallback,compounds.dat
METHYL-GLYOXAL,molecule.C00546,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
N-DELTA-PHOSPHONOACETYL-L-ORNITHINE,molecule.ecocyc.N-DELTA-PHOSPHONOACETYL-L-ORNITHINE,small_molecule,EcoCyc compound fallback,compounds.dat
GLUTACONATE,molecule.ecocyc.GLUTACONATE,small_molecule,EcoCyc compound fallback,compounds.dat
L-IDONATE,molecule.ecocyc.L-IDONATE,small_molecule,EcoCyc compound fallback,compounds.dat
S-HYDROXYMETHYLGLUTATHIONE,molecule.C14180,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2614,molecule.ecocyc.CPD0-2614,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-3722,molecule.ecocyc.CPD-3722,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1394,molecule.ecocyc.CPD0-1394,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-13227,molecule.ecocyc.CPD-13227,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-7000,molecule.ecocyc.CPD-7000,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-22724,molecule.ecocyc.CPD-22724,small_molecule,EcoCyc compound fallback,compounds.dat
DAMP,molecule.C00360,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-313,molecule.C00986,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1395,molecule.ecocyc.CPD0-1395,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1092,molecule.ecocyc.CPD0-1092,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-20062,molecule.ecocyc.CPD-20062,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-19542,molecule.ecocyc.CPD-19542,small_molecule,EcoCyc compound fallback,compounds.dat
PROPIONYL-P,molecule.C02876,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-21282,molecule.ecocyc.CPD-21282,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-936,molecule.ecocyc.CPD0-936,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2430,molecule.ecocyc.CPD0-2430,small_molecule,EcoCyc compound fallback,compounds.dat
MOENOMYCIN,molecule.ecocyc.MOENOMYCIN,small_molecule,EcoCyc compound fallback,compounds.dat
PORPHYRIN-RING,molecule.ecocyc.PORPHYRIN-RING,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2386,molecule.ecocyc.CPD0-2386,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-10129,molecule.ecocyc.CPD-10129,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-6301,molecule.ecocyc.CPD-6301,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-15249,molecule.ecocyc.CPD-15249,small_molecule,EcoCyc compound fallback,compounds.dat
L-GLUTAMATE-5-P,molecule.C03287,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1051,molecule.ecocyc.CPD0-1051,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-12085,molecule.ecocyc.CPD-12085,small_molecule,EcoCyc compound fallback,compounds.dat
SELENOLIPOATE,molecule.ecocyc.SELENOLIPOATE,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1360,molecule.ecocyc.CPD0-1360,small_molecule,EcoCyc compound fallback,compounds.dat
DIMP,molecule.C06196,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-26474,molecule.ecocyc.CPD-26474,small_molecule,EcoCyc compound fallback,compounds.dat
FARNESYL-PP,molecule.C00448,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
FRUCTOSELYSINE-6-PHOSPHATE,molecule.C16489,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
3-HYDROXYPHENYL-PROPIONATE,molecule.C11457,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
KDO2-LIPID-A,molecule.C06026,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-12796,molecule.ecocyc.CPD-12796,small_molecule,EcoCyc compound fallback,compounds.dat
B-LARA-PEN-1:4,molecule.ecocyc.B-LARA-PEN-1_4,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2531,molecule.ecocyc.CPD0-2531,small_molecule,EcoCyc compound fallback,compounds.dat
DTDP-GROUP,molecule.ecocyc.DTDP-GROUP,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-3732,molecule.ecocyc.CPD-3732,small_molecule,EcoCyc compound fallback,compounds.dat
DEMETHYLMENAQUINONE,molecule.ecocyc.DEMETHYLMENAQUINONE,small_molecule,EcoCyc compound fallback,compounds.dat
4-HYDROXY-BENZYL-ALCOHOL,molecule.ecocyc.4-HYDROXY-BENZYL-ALCOHOL,small_molecule,EcoCyc compound fallback,compounds.dat
ADIPATE,molecule.C06104,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-26478,molecule.ecocyc.CPD-26478,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-15237,molecule.ecocyc.CPD-15237,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1366,molecule.ecocyc.CPD0-1366,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-487,molecule.ecocyc.CPD-487,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-915,molecule.ecocyc.CPD0-915,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-335,molecule.C01089,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1568,molecule.ecocyc.CPD0-1568,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-18369,molecule.ecocyc.CPD-18369,small_molecule,EcoCyc compound fallback,compounds.dat
GLUCOSAMINATE,molecule.C03752,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-397,molecule.C03172,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-9452,molecule.ecocyc.CPD-9452,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2306,molecule.ecocyc.CPD0-2306,small_molecule,EcoCyc compound fallback,compounds.dat
BA+2,molecule.ecocyc.BA_2,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-7246,molecule.C18060,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-17087,molecule.ecocyc.CPD-17087,small_molecule,EcoCyc compound fallback,compounds.dat
B-DGLC-HEX-1:5_6:A,molecule.ecocyc.B-DGLC-HEX-1_5_6_A,small_molecule,EcoCyc compound fallback,compounds.dat
OXALATE,molecule.C00209,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2504,molecule.ecocyc.CPD0-2504,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1965,molecule.ecocyc.CPD0-1965,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-18393,molecule.ecocyc.CPD-18393,small_molecule,EcoCyc compound fallback,compounds.dat
P3I,molecule.C00536,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-18017,molecule.ecocyc.CPD-18017,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2582,molecule.ecocyc.CPD0-2582,small_molecule,EcoCyc compound fallback,compounds.dat
N-5-PHOSPHORIBOSYL-ANTHRANILATE,molecule.C04302,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2482,molecule.ecocyc.CPD0-2482,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-18373,molecule.ecocyc.CPD-18373,small_molecule,EcoCyc compound fallback,compounds.dat
5-CHLOROFORMYCIN,molecule.ecocyc.5-CHLOROFORMYCIN,small_molecule,EcoCyc compound fallback,compounds.dat
CARBOXYL-GROUP,molecule.ecocyc.CARBOXYL-GROUP,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-27850,molecule.ecocyc.CPD-27850,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1240,molecule.ecocyc.CPD0-1240,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2683,molecule.ecocyc.CPD0-2683,small_molecule,EcoCyc compound fallback,compounds.dat
L-ASCORBATE-6-PHOSPHATE,molecule.C16186,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-10205,molecule.ecocyc.CPD-10205,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-24804,molecule.ecocyc.CPD-24804,small_molecule,EcoCyc compound fallback,compounds.dat
ADENOSINE5TRIPHOSPHO5ADENOSINE,molecule.C06197,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1160,molecule.ecocyc.CPD0-1160,small_molecule,EcoCyc compound fallback,compounds.dat
XTP,molecule.C00700,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1889,molecule.ecocyc.CPD0-1889,small_molecule,EcoCyc compound fallback,compounds.dat
GLC-1-P,molecule.ecocyc.GLC-1-P,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1220,molecule.ecocyc.CPD0-1220,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2102,molecule.ecocyc.CPD0-2102,small_molecule,EcoCyc compound fallback,compounds.dat
DUDP,molecule.C01346,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
34-DIHYDROXYPHENYLPYRUVATE,molecule.C04045,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-16618,molecule.ecocyc.CPD-16618,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-3733,molecule.ecocyc.CPD-3733,small_molecule,EcoCyc compound fallback,compounds.dat
FORMALDEHYDE,molecule.C00067,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
AG+,molecule.ecocyc.AG_,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1641,molecule.ecocyc.CPD0-1641,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2339,molecule.C20253,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
GLYCO-CT-METHYL,molecule.ecocyc.GLYCO-CT-METHYL,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-306,molecule.C04020,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-12427,molecule.ecocyc.CPD-12427,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-18018,molecule.ecocyc.CPD-18018,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-26635,molecule.ecocyc.CPD-26635,small_molecule,EcoCyc compound fallback,compounds.dat
A-DGAL-HEX-1:5_6:D,molecule.ecocyc.A-DGAL-HEX-1_5_6_D,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-14493,molecule.ecocyc.CPD-14493,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1951,molecule.ecocyc.CPD0-1951,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2550,molecule.ecocyc.CPD0-2550,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-9218,molecule.ecocyc.CPD-9218,small_molecule,EcoCyc compound fallback,compounds.dat
S-LACTOYL-GLUTATHIONE,molecule.C03451,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-12820,molecule.ecocyc.CPD-12820,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2498,molecule.ecocyc.CPD0-2498,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2200,molecule.ecocyc.CPD0-2200,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-15868,molecule.ecocyc.CPD-15868,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1908,molecule.ecocyc.CPD0-1908,small_molecule,EcoCyc compound fallback,compounds.dat
AMMONIA,molecule.C00014,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
T2-DECENOYL-COA,molecule.C05275,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2545,molecule.ecocyc.CPD0-2545,small_molecule,EcoCyc compound fallback,compounds.dat
ALPHA-D-MANNOSYL-3-PHOSPHOGLYCERATE,molecule.C11516,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2094,molecule.ecocyc.CPD0-2094,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-13559,molecule.ecocyc.CPD-13559,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1607,molecule.ecocyc.CPD0-1607,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1326,molecule.ecocyc.CPD0-1326,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2028,molecule.ecocyc.CPD0-2028,small_molecule,EcoCyc compound fallback,compounds.dat
ALL-TRANS-PENTAPRENYL-DIPHOSPHATE,molecule.C04217,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1440,molecule.ecocyc.CPD0-1440,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1256,molecule.C08230,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2651,molecule.ecocyc.CPD0-2651,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-7656,molecule.ecocyc.CPD-7656,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-21542,molecule.ecocyc.CPD-21542,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-14019,molecule.ecocyc.CPD-14019,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1555,molecule.ecocyc.CPD0-1555,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-19809,molecule.ecocyc.CPD-19809,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1035,molecule.ecocyc.CPD0-1035,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2634,molecule.ecocyc.CPD0-2634,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1148,molecule.ecocyc.CPD0-1148,small_molecule,EcoCyc compound fallback,compounds.dat
ETOH,molecule.C00469,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-19158,molecule.ecocyc.CPD-19158,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1457,molecule.ecocyc.CPD0-1457,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-13320,molecule.ecocyc.CPD-13320,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1932,molecule.ecocyc.CPD0-1932,small_molecule,EcoCyc compound fallback,compounds.dat
B-XXYL-PEN-1:5,molecule.ecocyc.B-XXYL-PEN-1_5,small_molecule,EcoCyc compound fallback,compounds.dat
GLYCO-CT-AMINO,molecule.ecocyc.GLYCO-CT-AMINO,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1319,molecule.ecocyc.CPD0-1319,small_molecule,EcoCyc compound fallback,compounds.dat
PHOSPHORIBOSYL-ATP,molecule.C02739,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-13353,molecule.ecocyc.CPD-13353,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-2359,molecule.ecocyc.CPD0-2359,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1445,molecule.ecocyc.CPD0-1445,small_molecule,EcoCyc compound fallback,compounds.dat
PUTRESCINE,molecule.C00134,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-16154,molecule.ecocyc.CPD-16154,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-884,molecule.C02378,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-938,molecule.ecocyc.CPD0-938,small_molecule,EcoCyc compound fallback,compounds.dat
INDOLE_PYRUVATE,molecule.C00331,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1588,molecule.ecocyc.CPD0-1588,small_molecule,EcoCyc compound fallback,compounds.dat
BUTANOL,molecule.C06142,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
2-DEHYDROPANTOATE,molecule.C00966,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2381,molecule.ecocyc.CPD0-2381,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-23534,molecule.ecocyc.CPD-23534,small_molecule,EcoCyc compound fallback,compounds.dat
DEAMIDO-NAD,molecule.C00857,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-9038,molecule.ecocyc.CPD-9038,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-665,molecule.C00479,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
ERYTHRONATE-4P,molecule.C03393,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
THIABENDAZOLE,molecule.ecocyc.THIABENDAZOLE,small_molecule,EcoCyc compound fallback,compounds.dat
DIHYDROXYNAPHTHOATE,molecule.C03657,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
INOSINE,molecule.C00294,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2399,molecule.ecocyc.CPD0-2399,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1614,molecule.ecocyc.CPD0-1614,small_molecule,EcoCyc compound fallback,compounds.dat
CHLORATE,molecule.ecocyc.CHLORATE,small_molecule,EcoCyc compound fallback,compounds.dat
DIETHYLDITHIOCARBAMATE,molecule.ecocyc.DIETHYLDITHIOCARBAMATE,small_molecule,EcoCyc compound fallback,compounds.dat
MANNOSE-1P,molecule.C00636,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
DTDP-D-GLUCOSE,molecule.C00842,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-315,molecule.C02823,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-18901,molecule.ecocyc.CPD-18901,small_molecule,EcoCyc compound fallback,compounds.dat
DETHIOBIOTIN,molecule.C01909,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-551,molecule.C03167,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-2375,molecule.ecocyc.CPD0-2375,small_molecule,EcoCyc compound fallback,compounds.dat
DGMP,molecule.C00362,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD-19703,molecule.ecocyc.CPD-19703,small_molecule,EcoCyc compound fallback,compounds.dat
CPD-21374,molecule.ecocyc.CPD-21374,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1425,molecule.ecocyc.CPD0-1425,small_molecule,EcoCyc compound fallback,compounds.dat
TARTRATE,molecule.C00898,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1107,molecule.C20836,small_molecule,DBLINKS LIGAND-CPD,compounds.dat
CPD0-1141,molecule.ecocyc.CPD0-1141,small_molecule,EcoCyc compound fallback,compounds.dat
CPD0-1309,molecule.ecocyc.CPD0-1309,small_molecule,EcoCyc compound fallback,compounds.dat
