ecocyc_id,entity_id,entity_type,mapping_method,source_file
EG12475,gene.b4156,gene,ACCESSION-1,genes.dat
G7714,gene.b3345,gene,ACCESSION-1,genes.dat
G7651,gene.b3157,gene,ACCESSION-1,genes.dat
G7258,gene.b2412,gene,ACCESSION-1,genes.dat
EG11363,gene.b4169,gene,ACCESSION-1,genes.dat
EG11899,gene.b1349,gene,ACCESSION-1,genes.dat
EG10047,gene.b0050,gene,ACCESSION-1,genes.dat
EG30104,gene.b0244,gene,ACCESSION-1,genes.dat
G7543,gene.b2977,gene,ACCESSION-1,genes.dat
EG12449,gene.b2330,gene,ACCESSION-1,genes.dat
G6906,gene.b1680,gene,ACCESSION-1,genes.dat
EG12253,gene.b3526,gene,ACCESSION-1,genes.dat
G0-8882,gene.b4445,gene,ACCESSION-1,genes.dat
EG11111,gene.b0880,gene,ACCESSION-1,genes.dat
EG10971,gene.b2705,gene,ACCESSION-1,genes.dat
EG11449,gene.b4480,gene,ACCESSION-1,genes.dat
G0-17043,gene.b4797,gene,ACCESSION-1,genes.dat
EG11526,gene.b1460,gene,ACCESSION-1,genes.dat
G6674,gene.b1342,gene,ACCESSION-1,genes.dat
EG10076,gene.b1693,gene,ACCESSION-1,genes.dat
G6154,gene.b0283,gene,ACCESSION-1,genes.dat
EG10577,gene.b4119,gene,ACCESSION-1,genes.dat
EG10715,gene.b4102,gene,ACCESSION-1,genes.dat
EG10251,gene.b3640,gene,ACCESSION-1,genes.dat
EG10444,gene.b2024,gene,ACCESSION-1,genes.dat
EG11848,gene.b3883,gene,ACCESSION-1,genes.dat
G6503,gene.b0982,gene,ACCESSION-1,genes.dat
G6721,gene.b1400,gene,ACCESSION-1,genes.dat
G7890,gene.b4263,gene,ACCESSION-1,genes.dat
G6371,gene.b0682,gene,ACCESSION-1,genes.dat
G6972,gene.b1786,gene,ACCESSION-1,genes.dat
EG11125,gene.b1257,gene,ACCESSION-1,genes.dat
EG10563,gene.b1621,gene,ACCESSION-1,genes.dat
G7206,gene.b2335,gene,ACCESSION-1,genes.dat
G6984,gene.b1798,gene,ACCESSION-1,genes.dat
G6660,gene.b1324,gene,ACCESSION-1,genes.dat
G0-16600,gene.b4714,gene,ACCESSION-1,genes.dat
G7058,gene.b1970,gene,ACCESSION-1,genes.dat
G6983,gene.b1797,gene,ACCESSION-1,genes.dat
G6309,gene.b0554,gene,ACCESSION-1,genes.dat
G7924,gene.b4327,gene,ACCESSION-1,genes.dat
G0-9383,gene.b4763,gene,ACCESSION-1,genes.dat
G6487,gene.b0947,gene,ACCESSION-1,genes.dat
EG10693,gene.b2564,gene,ACCESSION-1,genes.dat
G6935,gene.b1730,gene,ACCESSION-1,genes.dat
G7705,gene.b3327,gene,ACCESSION-1,genes.dat
EG11563,gene.b0042,gene,ACCESSION-1,genes.dat
EG20049,gene.b4477,gene,ACCESSION-1,genes.dat
G7937,gene.b4341,gene,ACCESSION-1,genes.dat
EG10309,gene.b4312,gene,ACCESSION-1,genes.dat
G7322,gene.b2519,gene,ACCESSION-1,genes.dat
G6894,gene.b1664,gene,ACCESSION-1,genes.dat
EG11438,gene.b1087,gene,ACCESSION-1,genes.dat
EG10948,gene.b1479,gene,ACCESSION-1,genes.dat
EG12693,gene.b1813,gene,ACCESSION-1,genes.dat
G7317,gene.b2506,gene,ACCESSION-1,genes.dat
EG11488,gene.b1639,gene,ACCESSION-1,genes.dat
EG10639,gene.b1225,gene,ACCESSION-1,genes.dat
EG11441,gene.b3498,gene,ACCESSION-1,genes.dat
G6449,gene.b0859,gene,ACCESSION-1,genes.dat
G0-10441,gene.b4515,gene,ACCESSION-1,genes.dat
G7539,gene.b2972,gene,ACCESSION-1,genes.dat
EG10478,gene.b2721,gene,ACCESSION-1,genes.dat
G7118,gene.b2081,gene,ACCESSION-1,genes.dat
EG11132,gene.b1703,gene,ACCESSION-1,genes.dat
EG10420,gene.b2507,gene,ACCESSION-1,genes.dat
G6865,gene.b1614,gene,ACCESSION-1,genes.dat
EG10399,gene.b2239,gene,ACCESSION-1,genes.dat
EG11509,gene.b0012,gene,ACCESSION-1,genes.dat
G6884,gene.b1644,gene,ACCESSION-1,genes.dat
G7541,gene.b4466,gene,ACCESSION-1,genes.dat
EG11541,gene.b3747,gene,ACCESSION-1,genes.dat
G7347,gene.b2570,gene,ACCESSION-1,genes.dat
EG11552,gene.b2713,gene,ACCESSION-1,genes.dat
EG10360,gene.b3340,gene,ACCESSION-1,genes.dat
EG30087,gene.b3278,gene,ACCESSION-1,genes.dat
EG30038,gene.b4163,gene,ACCESSION-1,genes.dat
EG11153,gene.b2608,gene,ACCESSION-1,genes.dat
G6301,gene.b0545,gene,ACCESSION-1,genes.dat
EG10062,gene.b3210,gene,ACCESSION-1,genes.dat
G6829,gene.b1556,gene,ACCESSION-1,genes.dat
EG12631,gene.b4476,gene,ACCESSION-1,genes.dat
EG10188,gene.b3368,gene,ACCESSION-1,genes.dat
EG10164,gene.b3357,gene,ACCESSION-1,genes.dat
EG10534,gene.b2411,gene,ACCESSION-1,genes.dat
EG10519,gene.b0918,gene,ACCESSION-1,genes.dat
EG11841,gene.b3876,gene,ACCESSION-1,genes.dat
EG10782,gene.b3726,gene,ACCESSION-1,genes.dat
EG11429,gene.b3989,gene,ACCESSION-1,genes.dat
G6159,gene.b0288,gene,ACCESSION-1,genes.dat
EG10147,gene.b1883,gene,ACCESSION-1,genes.dat
EG10456,gene.b2552,gene,ACCESSION-1,genes.dat
G7130,gene.b2098,gene,ACCESSION-1,genes.dat
G0-17025,gene.b4779,gene,ACCESSION-1,genes.dat
G0-17089,gene.b4814,gene,ACCESSION-1,genes.dat
G6275,gene.b0505,gene,ACCESSION-1,genes.dat
G6880,gene.b1640,gene,ACCESSION-1,genes.dat
G6548,gene.b1043,gene,ACCESSION-1,genes.dat
EG12330,gene.b0147,gene,ACCESSION-1,genes.dat
G7028,gene.b1880,gene,ACCESSION-1,genes.dat
G6863,gene.b1607,gene,ACCESSION-1,genes.dat
G6334,gene.b0607,gene,ACCESSION-1,genes.dat
G7167,gene.b2254,gene,ACCESSION-1,genes.dat
G7446,gene.b2788,gene,ACCESSION-1,genes.dat
EG10812,gene.b0405,gene,ACCESSION-1,genes.dat
EG10137,gene.b2143,gene,ACCESSION-1,genes.dat
EG11662,gene.b1931,gene,ACCESSION-1,genes.dat
G0-17030,gene.b4784,gene,ACCESSION-1,genes.dat
G0-16662,gene.b4760,gene,ACCESSION-1,genes.dat
EG11059,gene.b2319,gene,ACCESSION-1,genes.dat
EG11769,gene.b0498,gene,ACCESSION-1,genes.dat
EG10152,gene.b0765,gene,ACCESSION-1,genes.dat
G6426,gene.b0823,gene,ACCESSION-1,genes.dat
G6479,gene.b0937,gene,ACCESSION-1,genes.dat
G0-10513,gene.b4523,gene,ACCESSION-1,genes.dat
EG11157,gene.b2840,gene,ACCESSION-1,genes.dat
G0-10654,gene.b4671,gene,ACCESSION-1,genes.dat
G6389,gene.b0746,gene,ACCESSION-1,genes.dat
EG11837,gene.b3871,gene,ACCESSION-1,genes.dat
G6186,gene.b0321,gene,ACCESSION-1,genes.dat
G6567,gene.b1107,gene,ACCESSION-1,genes.dat
EG11387,gene.b1927,gene,ACCESSION-1,genes.dat
EG12091,gene.b2279,gene,ACCESSION-1,genes.dat
G1,gene.b4407,gene,ACCESSION-1,genes.dat
EG11700,gene.b0751,gene,ACCESSION-1,genes.dat
G6638,gene.b1284,gene,ACCESSION-1,genes.dat
G0-8874,gene.b4457,gene,ACCESSION-1,genes.dat
G7636,gene.b3141,gene,ACCESSION-1,genes.dat
EG30096,gene.b0883,gene,ACCESSION-1,genes.dat
G6736,gene.b1420,gene,ACCESSION-1,genes.dat
EG11684,gene.b3655,gene,ACCESSION-1,genes.dat
EG11128,gene.b1282,gene,ACCESSION-1,genes.dat
EG12428,gene.b3782,gene,ACCESSION-1,genes.dat
G6619,gene.b1182,gene,ACCESSION-1,genes.dat
G7609,gene.b3095,gene,ACCESSION-1,genes.dat
G7891,gene.b4264,gene,ACCESSION-1,genes.dat
EG10120,gene.b0778,gene,ACCESSION-1,genes.dat
G7098,gene.b2047,gene,ACCESSION-1,genes.dat
EG10305,gene.b0152,gene,ACCESSION-1,genes.dat
EG11151,gene.b2597,gene,ACCESSION-1,genes.dat
EG12315,gene.b0117,gene,ACCESSION-1,genes.dat
G592,gene.b1380,gene,ACCESSION-1,genes.dat
EG10096,gene.b0928,gene,ACCESSION-1,genes.dat
EG10433,gene.b3803,gene,ACCESSION-1,genes.dat
EG11808,gene.b1848,gene,ACCESSION-1,genes.dat
G6224,gene.b0373,gene,ACCESSION-1,genes.dat
EG11169,gene.b3062,gene,ACCESSION-1,genes.dat
EG10716,gene.b4101,gene,ACCESSION-1,genes.dat
G6798,gene.b1511,gene,ACCESSION-1,genes.dat
EG10895,gene.b3988,gene,ACCESSION-1,genes.dat
G0-10632,gene.b4668,gene,ACCESSION-1,genes.dat
EG11335,gene.b4390,gene,ACCESSION-1,genes.dat
EG11721,gene.b3711,gene,ACCESSION-1,genes.dat
EG11767,gene.b3485,gene,ACCESSION-1,genes.dat
EG11590,gene.b3990,gene,ACCESSION-1,genes.dat
EG10548,gene.b0027,gene,ACCESSION-1,genes.dat
EG10605,gene.b0149,gene,ACCESSION-1,genes.dat
G7071,gene.b1987,gene,ACCESSION-1,genes.dat
EG11538,gene.b2575,gene,ACCESSION-1,genes.dat
EG12842,gene.b0850,gene,ACCESSION-1,genes.dat
EG10148,gene.b1884,gene,ACCESSION-1,genes.dat
EG11959,gene.b4087,gene,ACCESSION-1,genes.dat
EG10780,gene.b1308,gene,ACCESSION-1,genes.dat
G6429,gene.b0829,gene,ACCESSION-1,genes.dat
G6915,gene.b1689,gene,ACCESSION-1,genes.dat
G7954,gene.b4402,gene,ACCESSION-1,genes.dat
G6892,gene.b1655,gene,ACCESSION-1,genes.dat
G6592,gene.b1148,gene,ACCESSION-1,genes.dat
EG10621,gene.b0085,gene,ACCESSION-1,genes.dat
EG10878,gene.b3294,gene,ACCESSION-1,genes.dat
EG10711,gene.b4108,gene,ACCESSION-1,genes.dat
EG11007,gene.b0739,gene,ACCESSION-1,genes.dat
EG12095,gene.b3175,gene,ACCESSION-1,genes.dat
EG30099,gene.b2911,gene,ACCESSION-1,genes.dat
EG10208,gene.b2472,gene,ACCESSION-1,genes.dat
G0-10446,gene.b4525,gene,ACCESSION-1,genes.dat
G7876,gene.b4222,gene,ACCESSION-1,genes.dat
G0-10633,gene.b4667,gene,ACCESSION-1,genes.dat
EG11313,gene.b3907,gene,ACCESSION-1,genes.dat
G6853,gene.b1595,gene,ACCESSION-1,genes.dat
G7377,gene.b2642,gene,ACCESSION-1,genes.dat
EG10827,gene.b1350,gene,ACCESSION-1,genes.dat
EG11445,gene.b2918,gene,ACCESSION-1,genes.dat
G7869,gene.b4212,gene,ACCESSION-1,genes.dat
EG10021,gene.b4352,gene,ACCESSION-1,genes.dat
G7872,gene.b4217,gene,ACCESSION-1,genes.dat
G0-17086,gene.b4811,gene,ACCESSION-1,genes.dat
G0-10473,gene.b4566,gene,ACCESSION-1,genes.dat
EG11985,gene.b2032,gene,ACCESSION-1,genes.dat
G7675,gene.b3221,gene,ACCESSION-1,genes.dat
EG10788,gene.b2415,gene,ACCESSION-1,genes.dat
G0-10466,gene.b4551,gene,ACCESSION-1,genes.dat
G6459,gene.b0876,gene,ACCESSION-1,genes.dat
G6994,gene.b1810,gene,ACCESSION-1,genes.dat
EG10509,gene.b1732,gene,ACCESSION-1,genes.dat
EG12661,gene.b0654,gene,ACCESSION-1,genes.dat
EG12713,gene.b1473,gene,ACCESSION-1,genes.dat
EG10936,gene.b0098,gene,ACCESSION-1,genes.dat
EG10480,gene.b2719,gene,ACCESSION-1,genes.dat
G0-17112,gene.b4434,gene,ACCESSION-1,genes.dat
EG10469,gene.b0973,gene,ACCESSION-1,genes.dat
EG30114,gene.b2403,gene,ACCESSION-1,genes.dat
G6682,gene.b1358,gene,ACCESSION-1,genes.dat
EG11224,gene.b1947,gene,ACCESSION-1,genes.dat
EG10162,gene.b2048,gene,ACCESSION-1,genes.dat
EG12371,gene.b3163,gene,ACCESSION-1,genes.dat
EG11679,gene.b2836,gene,ACCESSION-1,genes.dat
EG11286,gene.b3957,gene,ACCESSION-1,genes.dat
EG20051,gene.b3693,gene,ACCESSION-1,genes.dat
EG11422,gene.b2237,gene,ACCESSION-1,genes.dat
G0-10261,gene.b4520,gene,ACCESSION-1,genes.dat
EG10258,gene.b2779,gene,ACCESSION-1,genes.dat
EG10008,gene.b4003,gene,ACCESSION-1,genes.dat
EG10209,gene.b3809,gene,ACCESSION-1,genes.dat
G6572,gene.b1115,gene,ACCESSION-1,genes.dat
G6153,gene.b0282,gene,ACCESSION-1,genes.dat
EG10964,gene.b0693,gene,ACCESSION-1,genes.dat
EG12052,gene.b2194,gene,ACCESSION-1,genes.dat
EG11696,gene.b3676,gene,ACCESSION-1,genes.dat
G6893,gene.b1657,gene,ACCESSION-1,genes.dat
EG10214,gene.b0092,gene,ACCESSION-1,genes.dat
G7427,gene.b2757,gene,ACCESSION-1,genes.dat
EG12386,gene.b2664,gene,ACCESSION-1,genes.dat
EG12242,gene.b3515,gene,ACCESSION-1,genes.dat
G0-17125,gene.b4844,gene,ACCESSION-1,genes.dat
G6585,gene.b1141,gene,ACCESSION-1,genes.dat
EG11951,gene.b4078,gene,ACCESSION-1,genes.dat
EG10298,gene.b0589,gene,ACCESSION-1,genes.dat
EG10361,gene.b2662,gene,ACCESSION-1,genes.dat
G6125,gene.b0250,gene,ACCESSION-1,genes.dat
G7925,gene.b4328,gene,ACCESSION-1,genes.dat
G7879,gene.b4248,gene,ACCESSION-1,genes.dat
G0-17016,gene.b4770,gene,ACCESSION-1,genes.dat
G6704,gene.b1382,gene,ACCESSION-1,genes.dat
EG10339,gene.b0094,gene,ACCESSION-1,genes.dat
EG30077,gene.b3854,gene,ACCESSION-1,genes.dat
EG12339,gene.b0266,gene,ACCESSION-1,genes.dat
EG10933,gene.b0721,gene,ACCESSION-1,genes.dat
G7220,gene.b2351,gene,ACCESSION-1,genes.dat
EG12083,gene.b2287,gene,ACCESSION-1,genes.dat
EG11110,gene.b0736,gene,ACCESSION-1,genes.dat
G0-10594,gene.b4602,gene,ACCESSION-1,genes.dat
EG12166,gene.b0920,gene,ACCESSION-1,genes.dat
G6082,gene.b0011,gene,ACCESSION-1,genes.dat
EG10846,gene.b3593,gene,ACCESSION-1,genes.dat
EG10861,gene.b0183,gene,ACCESSION-1,genes.dat
EG10023,gene.b4014,gene,ACCESSION-1,genes.dat
EG10667,gene.b3982,gene,ACCESSION-1,genes.dat
G7589,gene.b3051,gene,ACCESSION-1,genes.dat
G6234,gene.b0417,gene,ACCESSION-1,genes.dat
G0-17109,gene.b4834,gene,ACCESSION-1,genes.dat
EG30010,gene.b0203,gene,ACCESSION-1,genes.dat
G7702,gene.b3324,gene,ACCESSION-1,genes.dat
G7915,gene.b4303,gene,ACCESSION-1,genes.dat
EG11578,gene.b3406,gene,ACCESSION-1,genes.dat
EG11799,gene.b2996,gene,ACCESSION-1,genes.dat
G0-8866,gene.b4442,gene,ACCESSION-1,genes.dat
EG10815,gene.b3751,gene,ACCESSION-1,genes.dat
G7158,gene.b2245,gene,ACCESSION-1,genes.dat
EG12854,gene.b0742,gene,ACCESSION-1,genes.dat
G0-10435,gene.b4509,gene,ACCESSION-1,genes.dat
G6679,gene.b1355,gene,ACCESSION-1,genes.dat
EG10453,gene.b2514,gene,ACCESSION-1,genes.dat
EG11194,gene.b3654,gene,ACCESSION-1,genes.dat
G7095,gene.b2044,gene,ACCESSION-1,genes.dat
EG12217,gene.b3471,gene,ACCESSION-1,genes.dat
G6142,gene.b0270,gene,ACCESSION-1,genes.dat
EG12707,gene.b2749,gene,ACCESSION-1,genes.dat
G6182,gene.b0317,gene,ACCESSION-1,genes.dat
EG10198,gene.b2423,gene,ACCESSION-1,genes.dat
EG10946,gene.b0907,gene,ACCESSION-1,genes.dat
EG11975,gene.b1948,gene,ACCESSION-1,genes.dat
G8202,gene.b0013,gene,ACCESSION-1,genes.dat
EG11556,gene.b0008,gene,ACCESSION-1,genes.dat
EG10278,gene.b3845,gene,ACCESSION-1,genes.dat
G7025,gene.b1875,gene,ACCESSION-1,genes.dat
EG10988,gene.b1886,gene,ACCESSION-1,genes.dat
G7577,gene.b3027,gene,ACCESSION-1,genes.dat
G7690,gene.b4472,gene,ACCESSION-1,genes.dat
EG10879,gene.b3304,gene,ACCESSION-1,genes.dat
EG11370,gene.b4040,gene,ACCESSION-1,genes.dat
G0-10448,gene.b4527,gene,ACCESSION-1,genes.dat
EG11878,gene.b3928,gene,ACCESSION-1,genes.dat
G7612,gene.b3098,gene,ACCESSION-1,genes.dat
G0-10643,gene.b4678,gene,ACCESSION-1,genes.dat
G6700,gene.b1377,gene,ACCESSION-1,genes.dat
EG10544,gene.b1677,gene,ACCESSION-1,genes.dat
EG11512,gene.b0010,gene,ACCESSION-1,genes.dat
G7503,gene.b4464,gene,ACCESSION-1,genes.dat
EG10922,gene.b3974,gene,ACCESSION-1,genes.dat
G0-10512,gene.b4522,gene,ACCESSION-1,genes.dat
G7850,gene.b4185,gene,ACCESSION-1,genes.dat
G6667,gene.b1331,gene,ACCESSION-1,genes.dat
EG12122,gene.b2944,gene,ACCESSION-1,genes.dat
EG11786,gene.b2581,gene,ACCESSION-1,genes.dat
EG12068,gene.b2208,gene,ACCESSION-1,genes.dat
EG12323,gene.b2244,gene,ACCESSION-1,genes.dat
G7618,gene.b3104,gene,ACCESSION-1,genes.dat
EG10882,gene.b3315,gene,ACCESSION-1,genes.dat
G7334,gene.b2540,gene,ACCESSION-1,genes.dat
EG11136,gene.b1862,gene,ACCESSION-1,genes.dat
EG11494,gene.b1097,gene,ACCESSION-1,genes.dat
G6108,gene.b0224,gene,ACCESSION-1,genes.dat
G7150,gene.b2192,gene,ACCESSION-1,genes.dat
G6645,gene.b1298,gene,ACCESSION-1,genes.dat
EG12305,gene.b1290,gene,ACCESSION-1,genes.dat
EG10687,gene.b3030,gene,ACCESSION-1,genes.dat
EG10176,gene.b0339,gene,ACCESSION-1,genes.dat
EG10503,gene.b3773,gene,ACCESSION-1,genes.dat
G6379,gene.b0710,gene,ACCESSION-1,genes.dat
EG11322,gene.b0415,gene,ACCESSION-1,genes.dat
EG12130,gene.b2526,gene,ACCESSION-1,genes.dat
G6756,gene.b1445,gene,ACCESSION-1,genes.dat
EG11009,gene.b3035,gene,ACCESSION-1,genes.dat
EG30055,gene.b0743,gene,ACCESSION-1,genes.dat
EG11064,gene.b3813,gene,ACCESSION-1,genes.dat
G7275,gene.b2445,gene,ACCESSION-1,genes.dat
EG12048,gene.b2186,gene,ACCESSION-1,genes.dat
EG10824,gene.b2820,gene,ACCESSION-1,genes.dat
G7201,gene.b2326,gene,ACCESSION-1,genes.dat
G7883,gene.b4252,gene,ACCESSION-1,genes.dat
G0-8900,gene.b4743,gene,ACCESSION-1,genes.dat
G6356,gene.b0649,gene,ACCESSION-1,genes.dat
G7113,gene.b2074,gene,ACCESSION-1,genes.dat
EG10784,gene.b3727,gene,ACCESSION-1,genes.dat
G6819,gene.b1545,gene,ACCESSION-1,genes.dat
G7418,gene.b2737,gene,ACCESSION-1,genes.dat
G0-10511,gene.b4502,gene,ACCESSION-1,genes.dat
G6699,gene.b1376,gene,ACCESSION-1,genes.dat
EG10525,gene.b0345,gene,ACCESSION-1,genes.dat
EG12061,gene.b2203,gene,ACCESSION-1,genes.dat
EG11371,gene.b2560,gene,ACCESSION-1,genes.dat
EG10373,gene.b0018,gene,ACCESSION-1,genes.dat
EG12861,gene.b1915,gene,ACCESSION-1,genes.dat
EG12032,gene.b2164,gene,ACCESSION-1,genes.dat
EG10259,gene.b0596,gene,ACCESSION-1,genes.dat
G6604,gene.b1164,gene,ACCESSION-1,genes.dat
EG11254,gene.b0636,gene,ACCESSION-1,genes.dat
EG10192,gene.b2414,gene,ACCESSION-1,genes.dat
EG12738,gene.b3093,gene,ACCESSION-1,genes.dat
EG10736,gene.b0708,gene,ACCESSION-1,genes.dat
G7859,gene.b4197,gene,ACCESSION-1,genes.dat
G6536,gene.b1029,gene,ACCESSION-1,genes.dat
EG10725,gene.b4092,gene,ACCESSION-1,genes.dat
EG12303,gene.b1100,gene,ACCESSION-1,genes.dat
EG11783,gene.b2622,gene,ACCESSION-1,genes.dat
EG10898,gene.b3202,gene,ACCESSION-1,genes.dat
EG11089,gene.b0122,gene,ACCESSION-1,genes.dat
G0-16734,gene.b4739,gene,ACCESSION-1,genes.dat
EG11958,gene.b4086,gene,ACCESSION-1,genes.dat
G6764,gene.b1453,gene,ACCESSION-1,genes.dat
G7563,gene.b3010,gene,ACCESSION-1,genes.dat
EG10100,gene.b3731,gene,ACCESSION-1,genes.dat
G6115,gene.b0231,gene,ACCESSION-1,genes.dat
EG12247,gene.b3521,gene,ACCESSION-1,genes.dat
G0-8785,gene.b4408,gene,ACCESSION-1,genes.dat
G7862,gene.b4204,gene,ACCESSION-1,genes.dat
G6337,gene.b0610,gene,ACCESSION-1,genes.dat
EG10459,gene.b4350,gene,ACCESSION-1,genes.dat
G7933,gene.b4336,gene,ACCESSION-1,genes.dat
EG30033,gene.b3757,gene,ACCESSION-1,genes.dat
EG10760,gene.b1830,gene,ACCESSION-1,genes.dat
EG10792,gene.b4005,gene,ACCESSION-1,genes.dat
EG11208,gene.b4017,gene,ACCESSION-1,genes.dat
G7278,gene.b2448,gene,ACCESSION-1,genes.dat
G0-10653,gene.b4663,gene,ACCESSION-1,genes.dat
G6497,gene.b0963,gene,ACCESSION-1,genes.dat
EG10359,gene.b0683,gene,ACCESSION-1,genes.dat
EG11561,gene.b0040,gene,ACCESSION-1,genes.dat
EG10610,gene.b3249,gene,ACCESSION-1,genes.dat
EG11230,gene.b4118,gene,ACCESSION-1,genes.dat
G0-16731,gene.b4736,gene,ACCESSION-1,genes.dat
EG11844,gene.b3879,gene,ACCESSION-1,genes.dat
EG12271,gene.b3552,gene,ACCESSION-1,genes.dat
G6460,gene.b0877,gene,ACCESSION-1,genes.dat
G0-16746,gene.b4752,gene,ACCESSION-1,genes.dat
G6129,gene.b0254,gene,ACCESSION-1,genes.dat
G7164,gene.b2251,gene,ACCESSION-1,genes.dat
EG10183,gene.b2422,gene,ACCESSION-1,genes.dat
G7579,gene.b3032,gene,ACCESSION-1,genes.dat
G6226,gene.b0375,gene,ACCESSION-1,genes.dat
EG11356,gene.b1921,gene,ACCESSION-1,genes.dat
G6658,gene.b1320,gene,ACCESSION-1,genes.dat
G0-17098,gene.b4824,gene,ACCESSION-1,genes.dat
EG10656,gene.b3188,gene,ACCESSION-1,genes.dat
EG12158,gene.b0393,gene,ACCESSION-1,genes.dat
EG11896,gene.b2014,gene,ACCESSION-1,genes.dat
EG12298,gene.b3614,gene,ACCESSION-1,genes.dat
EG10466,gene.b4000,gene,ACCESSION-1,genes.dat
G7599,gene.b3080,gene,ACCESSION-1,genes.dat
G6814,gene.b1540,gene,ACCESSION-1,genes.dat
EG10891,gene.b3636,gene,ACCESSION-1,genes.dat
G6652,gene.b1314,gene,ACCESSION-1,genes.dat
EG10470,gene.b0974,gene,ACCESSION-1,genes.dat
EG10515,gene.b0696,gene,ACCESSION-1,genes.dat
EG10580,gene.b2328,gene,ACCESSION-1,genes.dat
EG10770,gene.b0194,gene,ACCESSION-1,genes.dat
G7159,gene.b2246,gene,ACCESSION-1,genes.dat
EG10196,gene.b0526,gene,ACCESSION-1,genes.dat
EG10535,gene.b1139,gene,ACCESSION-1,genes.dat
G7070,gene.b1985,gene,ACCESSION-1,genes.dat
G0-17014,gene.b4768,gene,ACCESSION-1,genes.dat
EG11942,gene.b4067,gene,ACCESSION-1,genes.dat
G6326,gene.b0581,gene,ACCESSION-1,genes.dat
EG10475,gene.b2724,gene,ACCESSION-1,genes.dat
G7396,gene.b2666,gene,ACCESSION-1,genes.dat
G7170,gene.b2257,gene,ACCESSION-1,genes.dat
EG12060,gene.b2202,gene,ACCESSION-1,genes.dat
G6571,gene.b1113,gene,ACCESSION-1,genes.dat
EG12379,gene.b1868,gene,ACCESSION-1,genes.dat
EG12327,gene.b0138,gene,ACCESSION-1,genes.dat
G6233,gene.b0402,gene,ACCESSION-1,genes.dat
G6278,gene.b0509,gene,ACCESSION-1,genes.dat
G6934,gene.b1729,gene,ACCESSION-1,genes.dat
G7061,gene.b1973,gene,ACCESSION-1,genes.dat
G6562,gene.b1070,gene,ACCESSION-1,genes.dat
EG11873,gene.b3915,gene,ACCESSION-1,genes.dat
EG10958,gene.b4062,gene,ACCESSION-1,genes.dat
G6361,gene.b0658,gene,ACCESSION-1,genes.dat
G6709,gene.b1388,gene,ACCESSION-1,genes.dat
G6133,gene.b0258,gene,ACCESSION-1,genes.dat
EG30034,gene.b4008,gene,ACCESSION-1,genes.dat
EG11788,gene.b2052,gene,ACCESSION-1,genes.dat
EG11710,gene.b3683,gene,ACCESSION-1,genes.dat
EG12868,gene.b1273,gene,ACCESSION-1,genes.dat
EG11644,gene.b1536,gene,ACCESSION-1,genes.dat
G6546,gene.b1040,gene,ACCESSION-1,genes.dat
G0-8885,gene.b4437,gene,ACCESSION-1,genes.dat
EG10708,gene.b0576,gene,ACCESSION-1,genes.dat
EG10035,gene.b1415,gene,ACCESSION-1,genes.dat
G7062,gene.b1974,gene,ACCESSION-1,genes.dat
G7139,gene.b2107,gene,ACCESSION-1,genes.dat
EG12258,gene.b3531,gene,ACCESSION-1,genes.dat
EG11652,gene.b3235,gene,ACCESSION-1,genes.dat
EG10419,gene.b2947,gene,ACCESSION-1,genes.dat
G6302,gene.b0546,gene,ACCESSION-1,genes.dat
EG10537,gene.b3455,gene,ACCESSION-1,genes.dat
G6801,gene.b1514,gene,ACCESSION-1,genes.dat
G7417,gene.b2736,gene,ACCESSION-1,genes.dat
G7684,gene.b3239,gene,ACCESSION-1,genes.dat
EG11203,gene.b3865,gene,ACCESSION-1,genes.dat
G6804,gene.b1517,gene,ACCESSION-1,genes.dat
EG12287,gene.b3583,gene,ACCESSION-1,genes.dat
EG30083,gene.b0204,gene,ACCESSION-1,genes.dat
EG11166,gene.b3039,gene,ACCESSION-1,genes.dat
G6331,gene.b0602,gene,ACCESSION-1,genes.dat
G0-10600,gene.b4609,gene,ACCESSION-1,genes.dat
G7217,gene.b2347,gene,ACCESSION-1,genes.dat
EG10184,gene.b1275,gene,ACCESSION-1,genes.dat
G0-17122,gene.b4841,gene,ACCESSION-1,genes.dat
G6138,gene.b0264,gene,ACCESSION-1,genes.dat
G6677,gene.b1346,gene,ACCESSION-1,genes.dat
EG10058,gene.b1900,gene,ACCESSION-1,genes.dat
EG30052,gene.b0672,gene,ACCESSION-1,genes.dat
EG10386,gene.b0811,gene,ACCESSION-1,genes.dat
EG12246,gene.b3520,gene,ACCESSION-1,genes.dat
G7016,gene.b1844,gene,ACCESSION-1,genes.dat
EG10169,gene.b2313,gene,ACCESSION-1,genes.dat
EG10683,gene.b1812,gene,ACCESSION-1,genes.dat
EG11202,gene.b3812,gene,ACCESSION-1,genes.dat
G6370,gene.b0681,gene,ACCESSION-1,genes.dat
EG10028,gene.b0902,gene,ACCESSION-1,genes.dat
EG10283,gene.b4232,gene,ACCESSION-1,genes.dat
EG10761,gene.b1211,gene,ACCESSION-1,genes.dat
EG10632,gene.b0677,gene,ACCESSION-1,genes.dat
G6325,gene.b0580,gene,ACCESSION-1,genes.dat
G7930,gene.b4333,gene,ACCESSION-1,genes.dat
EG11126,gene.b1258,gene,ACCESSION-1,genes.dat
EG11258,gene.b0904,gene,ACCESSION-1,genes.dat
G0-10616,gene.b4655,gene,ACCESSION-1,genes.dat
