source_id,relation_type,target_id,direction,evidence,source_database,source_record_id,notes
gene.b2627,encodes,protein.P52126,directed,database,EcoCyc,G7362,EcoCyc gene PRODUCT
gene.b1529,encodes,protein.P0AEY1,directed,database,EcoCyc,EG11637,EcoCyc gene PRODUCT
gene.b4231,encodes,protein.P37772,directed,database,EcoCyc,EG12439,EcoCyc gene PRODUCT
gene.b4783,encodes,protein.P0DSG1,directed,database,EcoCyc,G0-17029,EcoCyc gene PRODUCT
gene.b3669,encodes,protein.P0AGA6,directed,database,EcoCyc,EG11051,EcoCyc gene PRODUCT
gene.b0815,encodes,protein.P75785,directed,database,EcoCyc,G6418,EcoCyc gene PRODUCT
gene.b1547,encodes,protein.P77515,directed,database,EcoCyc,G6821,EcoCyc gene PRODUCT
gene.b3189,encodes,protein.P0A749,directed,database,EcoCyc,EG11358,EcoCyc gene PRODUCT
gene.b1873,encodes,protein.P52005,directed,database,EcoCyc,G7023,EcoCyc gene PRODUCT
gene.b2783,encodes,protein.P0AE72,directed,database,EcoCyc,EG10571,EcoCyc gene PRODUCT
gene.b3774,encodes,protein.P05793,directed,database,EcoCyc,EG10495,EcoCyc gene PRODUCT
gene.b4468,encodes,protein.P52073,directed,database,EcoCyc,G7544,EcoCyc gene PRODUCT
gene.b1041,encodes,protein.P0ABK7,directed,database,EcoCyc,G6547,EcoCyc gene PRODUCT
gene.b1851,encodes,protein.P0ADF6,directed,database,EcoCyc,EG10257,EcoCyc gene PRODUCT
gene.b1077,encodes,protein.P75938,directed,database,EcoCyc,G362,EcoCyc gene PRODUCT
gene.b2510,encodes,protein.P76575,directed,database,EcoCyc,G7318,EcoCyc gene PRODUCT
gene.b4796,encodes,protein.P0DSH4,directed,database,EcoCyc,G0-17042,EcoCyc gene PRODUCT
gene.b1261,encodes,protein.P0A879,directed,database,EcoCyc,EG11025,EcoCyc gene PRODUCT
gene.b1061,encodes,protein.P0ABR1,directed,database,EcoCyc,G6558,EcoCyc gene PRODUCT
gene.b0824,encodes,protein.P75794,directed,database,EcoCyc,G6427,EcoCyc gene PRODUCT
gene.b3697,encodes,protein.P0A8Y5,directed,database,EcoCyc,EG11195,EcoCyc gene PRODUCT
gene.b2818,encodes,protein.P0A6C5,directed,database,EcoCyc,EG10063,EcoCyc gene PRODUCT
gene.b0807,encodes,protein.P75782,directed,database,EcoCyc,G6416,EcoCyc gene PRODUCT
gene.b2195,encodes,protein.P0AA86,directed,database,EcoCyc,EG12053,EcoCyc gene PRODUCT
gene.b2099,encodes,protein.P76418,directed,database,EcoCyc,G7131,EcoCyc gene PRODUCT
gene.b4593,encodes,protein.A5A611,directed,database,EcoCyc,G0-10589,EcoCyc gene PRODUCT
gene.b0888,encodes,protein.P0A9P4,directed,database,EcoCyc,EG11032,EcoCyc gene PRODUCT
gene.b0485,encodes,protein.P77454,directed,database,EcoCyc,G6261,EcoCyc gene PRODUCT
gene.b1418,encodes,protein.P0ABE5,directed,database,EcoCyc,EG10172,EcoCyc gene PRODUCT
gene.b3586,encodes,protein.P37683,directed,database,EcoCyc,EG12290,EcoCyc gene PRODUCT
gene.b2100,encodes,protein.P76419,directed,database,EcoCyc,G7132,EcoCyc gene PRODUCT
gene.b2226,encodes,protein.P76463,directed,database,EcoCyc,G7153,EcoCyc gene PRODUCT
gene.b1695,encodes,protein.P0A9U8,directed,database,EcoCyc,G6918,EcoCyc gene PRODUCT
gene.b0984,encodes,protein.P75882,directed,database,EcoCyc,G6505,EcoCyc gene PRODUCT
gene.b0477,encodes,protein.P0AEW6,directed,database,EcoCyc,EG11102,EcoCyc gene PRODUCT
gene.b1937,encodes,protein.P0A8T5,directed,database,EcoCyc,EG11346,EcoCyc gene PRODUCT
gene.b4702,encodes,protein.E2JKY7,directed,database,EcoCyc,G0-10689,EcoCyc gene PRODUCT
gene.b2559,encodes,protein.P68398,directed,database,EcoCyc,EG11372,EcoCyc gene PRODUCT
gene.b4676,encodes,protein.C1P602,directed,database,EcoCyc,G0-10649,EcoCyc gene PRODUCT
gene.b2969,encodes,protein.Q46833,directed,database,EcoCyc,G7536,EcoCyc gene PRODUCT
gene.b3503,encodes,protein.P0AB96,directed,database,EcoCyc,EG12237,EcoCyc gene PRODUCT
gene.b1303,encodes,protein.P37344,directed,database,EcoCyc,EG12344,EcoCyc gene PRODUCT
gene.b3775,encodes,protein.P0A9L5,directed,database,EcoCyc,EG12352,EcoCyc gene PRODUCT
gene.b3600,encodes,protein.P09424,directed,database,EcoCyc,EG10616,EcoCyc gene PRODUCT
gene.b1153,encodes,protein.P75982,directed,database,EcoCyc,G6597,EcoCyc gene PRODUCT
gene.b0030,encodes,protein.P22564,directed,database,EcoCyc,EG11082,EcoCyc gene PRODUCT
gene.b3374,encodes,protein.P45543,directed,database,EcoCyc,G7726,EcoCyc gene PRODUCT
gene.b0064,encodes,protein.P0A9E0,directed,database,EcoCyc,EG10054,EcoCyc gene PRODUCT
gene.b4765,encodes,protein.P0DSE3,directed,database,EcoCyc,G0-17011,EcoCyc gene PRODUCT
gene.b4279,encodes,protein.P39352,directed,database,EcoCyc,EG12544,EcoCyc gene PRODUCT
gene.b3131,encodes,protein.P0ACK2,directed,database,EcoCyc,G7630,EcoCyc gene PRODUCT
gene.b1010,encodes,protein.P0AFQ5,directed,database,EcoCyc,G6521,EcoCyc gene PRODUCT
gene.b4361,encodes,protein.P0AEF0,directed,database,EcoCyc,EG10237,EcoCyc gene PRODUCT
gene.b1546,encodes,protein.P76155,directed,database,EcoCyc,G6820,EcoCyc gene PRODUCT
gene.b0840,encodes,protein.P0ACK5,directed,database,EcoCyc,EG10223,EcoCyc gene PRODUCT
gene.b4345,encodes,protein.P15006,directed,database,EcoCyc,EG10575,EcoCyc gene PRODUCT
gene.b3241,encodes,protein.P46482,directed,database,EcoCyc,G7686,EcoCyc gene PRODUCT
gene.b1313,encodes,protein.P76043,directed,database,EcoCyc,G6651,EcoCyc gene PRODUCT
gene.b2793,encodes,protein.P0A8U0,directed,database,EcoCyc,G7451,EcoCyc gene PRODUCT
gene.b1238,encodes,protein.P23331,directed,database,EcoCyc,EG10994,EcoCyc gene PRODUCT
gene.b2828,encodes,protein.P60955,directed,database,EcoCyc,EG12128,EcoCyc gene PRODUCT
gene.b0715,encodes,protein.P75747,directed,database,EcoCyc,G6384,EcoCyc gene PRODUCT
gene.b3280,encodes,protein.P45795,directed,database,EcoCyc,G7697,EcoCyc gene PRODUCT
gene.b1423,encodes,protein.P76097,directed,database,EcoCyc,G6738,EcoCyc gene PRODUCT
gene.b2619,encodes,protein.P0AGL5,directed,database,EcoCyc,G7358,EcoCyc gene PRODUCT
gene.b0123,encodes,protein.P36649,directed,database,EcoCyc,EG12318,EcoCyc gene PRODUCT
gene.b3441,encodes,protein.P46854,directed,database,EcoCyc,G7758,EcoCyc gene PRODUCT
gene.b0771,encodes,protein.P75764,directed,database,EcoCyc,G6401,EcoCyc gene PRODUCT
gene.b1482,encodes,protein.P0C0L2,directed,database,EcoCyc,EG10680,EcoCyc gene PRODUCT
gene.b2221,encodes,protein.P76458,directed,database,EcoCyc,EG11669,EcoCyc gene PRODUCT
gene.b0733,encodes,protein.P0ABJ9,directed,database,EcoCyc,EG10173,EcoCyc gene PRODUCT
gene.b3037,encodes,protein.P0ADT2,directed,database,EcoCyc,EG11164,EcoCyc gene PRODUCT
gene.b1463,encodes,protein.P77567,directed,database,EcoCyc,G6770,EcoCyc gene PRODUCT
gene.b0806,encodes,protein.P0AAX6,directed,database,EcoCyc,G6415,EcoCyc gene PRODUCT
gene.b0521,encodes,protein.P37306,directed,database,EcoCyc,EG12384,EcoCyc gene PRODUCT
gene.b4082,encodes,protein.P32716,directed,database,EcoCyc,EG11954,EcoCyc gene PRODUCT
gene.b2344,encodes,protein.P10384,directed,database,EcoCyc,EG10280,EcoCyc gene PRODUCT
gene.b2374,encodes,protein.P69902,directed,database,EcoCyc,G7237,EcoCyc gene PRODUCT
gene.b2110,encodes,protein.P33342,directed,database,EcoCyc,EG11989,EcoCyc gene PRODUCT
gene.b4536,encodes,protein.Q2MB16,directed,database,EcoCyc,G0-10454,EcoCyc gene PRODUCT
gene.b1446,encodes,protein.P64455,directed,database,EcoCyc,G6757,EcoCyc gene PRODUCT
gene.b4669,encodes,protein.C1P619,directed,database,EcoCyc,G0-10641,EcoCyc gene PRODUCT
gene.b2809,encodes,protein.P65292,directed,database,EcoCyc,G7453,EcoCyc gene PRODUCT
gene.b4090,encodes,protein.P37351,directed,database,EcoCyc,EG11827,EcoCyc gene PRODUCT
gene.b3402,encodes,protein.P45804,directed,database,EcoCyc,G7745,EcoCyc gene PRODUCT
gene.b1162,encodes,protein.P75989,directed,database,EcoCyc,G6602,EcoCyc gene PRODUCT
gene.b0256,encodes,protein.P0CF88,directed,database,EcoCyc,G6131,EcoCyc gene PRODUCT
gene.b3002,encodes,protein.P67244,directed,database,EcoCyc,G7559,EcoCyc gene PRODUCT
gene.b4214,encodes,protein.P22255,directed,database,EcoCyc,EG10043,EcoCyc gene PRODUCT
gene.b1076,encodes,protein.P75937,directed,database,EcoCyc,G361,EcoCyc gene PRODUCT
gene.b2332,encodes,protein.P76498,directed,database,EcoCyc,G7203,EcoCyc gene PRODUCT
gene.b1108,encodes,protein.P0A8E1,directed,database,EcoCyc,G6568,EcoCyc gene PRODUCT
gene.b3099,encodes,protein.P64585,directed,database,EcoCyc,G7613,EcoCyc gene PRODUCT
gene.b0304,encodes,protein.P77212,directed,database,EcoCyc,G6174,EcoCyc gene PRODUCT
gene.b2701,encodes,protein.P41052,directed,database,EcoCyc,G7410,EcoCyc gene PRODUCT
gene.b0076,encodes,protein.P10151,directed,database,EcoCyc,EG10531,EcoCyc gene PRODUCT
gene.b1348,encodes,protein.P33229,directed,database,EcoCyc,EG11900,EcoCyc gene PRODUCT
gene.b2579,encodes,protein.P68066,directed,database,EcoCyc,EG11784,EcoCyc gene PRODUCT
gene.b2945,encodes,protein.P25736,directed,database,EcoCyc,EG11336,EcoCyc gene PRODUCT
gene.b1600,encodes,protein.P69212,directed,database,EcoCyc,G6858,EcoCyc gene PRODUCT
gene.b0259,encodes,protein.P0CE49,directed,database,EcoCyc,G6134,EcoCyc gene PRODUCT
gene.b3641,encodes,protein.P0C093,directed,database,EcoCyc,EG11191,EcoCyc gene PRODUCT
gene.b3059,encodes,protein.P60782,directed,database,EcoCyc,EG11674,EcoCyc gene PRODUCT
gene.b4141,encodes,protein.P39277,directed,database,EcoCyc,G7833,EcoCyc gene PRODUCT
gene.b4674,encodes,protein.C1P600,directed,database,EcoCyc,G0-10646,EcoCyc gene PRODUCT
gene.b1213,encodes,protein.Q46755,directed,database,EcoCyc,G6630,EcoCyc gene PRODUCT
gene.b0557,encodes,protein.P77330,directed,database,EcoCyc,G6312,EcoCyc gene PRODUCT
gene.b0592,encodes,protein.P0AEL6,directed,database,EcoCyc,EG10294,EcoCyc gene PRODUCT
gene.b4725,encodes,protein.P0DPC7,directed,database,EcoCyc,G0-16690,EcoCyc gene PRODUCT
gene.b2706,encodes,protein.P15081,directed,database,EcoCyc,EG10972,EcoCyc gene PRODUCT
gene.b1176,encodes,protein.P18196,directed,database,EcoCyc,EG10596,EcoCyc gene PRODUCT
gene.b3741,encodes,protein.P0A6U3,directed,database,EcoCyc,EG10375,EcoCyc gene PRODUCT
gene.b2767,encodes,protein.Q46905,directed,database,EcoCyc,G7433,EcoCyc gene PRODUCT
gene.b4207,encodes,protein.P0A9L3,directed,database,EcoCyc,G7865,EcoCyc gene PRODUCT
gene.b0707,encodes,protein.P24252,directed,database,EcoCyc,EG11108,EcoCyc gene PRODUCT
gene.b2177,encodes,protein.P33913,directed,database,EcoCyc,EG12037,EcoCyc gene PRODUCT
gene.b0555,encodes,protein.P78285,directed,database,EcoCyc,G6310,EcoCyc gene PRODUCT
gene.b1185,encodes,protein.P0A6M2,directed,database,EcoCyc,EG11393,EcoCyc gene PRODUCT
gene.b3380,encodes,protein.P45549,directed,database,EcoCyc,G7732,EcoCyc gene PRODUCT
gene.b3106,encodes,protein.P42624,directed,database,EcoCyc,G7620,EcoCyc gene PRODUCT
gene.b0873,encodes,protein.P75825,directed,database,EcoCyc,G6457,EcoCyc gene PRODUCT
gene.b2346,encodes,protein.P76506,directed,database,EcoCyc,G7216,EcoCyc gene PRODUCT
gene.b2318,encodes,protein.P07649,directed,database,EcoCyc,EG10454,EcoCyc gene PRODUCT
gene.b2704,encodes,protein.P05706,directed,database,EcoCyc,EG10970,EcoCyc gene PRODUCT
gene.b2463,encodes,protein.P76558,directed,database,EcoCyc,G7293,EcoCyc gene PRODUCT
gene.b0249,encodes,protein.P75677,directed,database,EcoCyc,G6124,EcoCyc gene PRODUCT
gene.b1740,encodes,protein.P18843,directed,database,EcoCyc,EG10663,EcoCyc gene PRODUCT
gene.b4823,encodes,protein.P0DV22,directed,database,EcoCyc,G0-17097,EcoCyc gene PRODUCT
gene.b2010,encodes,protein.P33013,directed,database,EcoCyc,EG11893,EcoCyc gene PRODUCT
gene.b3072,encodes,protein.P50466,directed,database,EcoCyc,G7595,EcoCyc gene PRODUCT
gene.b2093,encodes,protein.P37188,directed,database,EcoCyc,EG12415,EcoCyc gene PRODUCT
gene.b4737,encodes,protein.P0DPN7,directed,database,EcoCyc,G0-16732,EcoCyc gene PRODUCT
gene.b2807,encodes,protein.P0ADR2,directed,database,EcoCyc,EG11793,EcoCyc gene PRODUCT
gene.b1733,encodes,protein.P37794,directed,database,EcoCyc,EG12198,EcoCyc gene PRODUCT
gene.b1518,encodes,protein.P64461,directed,database,EcoCyc,G6805,EcoCyc gene PRODUCT
gene.b4504,encodes,protein.Q9XB42,directed,database,EcoCyc,G0-10432,EcoCyc gene PRODUCT
gene.b0323,encodes,protein.P77624,directed,database,EcoCyc,G6188,EcoCyc gene PRODUCT
gene.b3055,encodes,protein.P0ADT8,directed,database,EcoCyc,EG12434,EcoCyc gene PRODUCT
gene.b2897,encodes,protein.P64559,directed,database,EcoCyc,G7510,EcoCyc gene PRODUCT
gene.b0862,encodes,protein.P0AE34,directed,database,EcoCyc,EG11626,EcoCyc gene PRODUCT
gene.b1575,encodes,protein.P09557,directed,database,EcoCyc,EG10227,EcoCyc gene PRODUCT
gene.b3497,encodes,protein.P68567,directed,database,EcoCyc,EG12233,EcoCyc gene PRODUCT
gene.b3916,encodes,protein.P0A796,directed,database,EcoCyc,EG10699,EcoCyc gene PRODUCT
gene.b2989,encodes,protein.Q46845,directed,database,EcoCyc,G7553,EcoCyc gene PRODUCT
gene.b3962,encodes,protein.P27306,directed,database,EcoCyc,EG11428,EcoCyc gene PRODUCT
gene.b0189,encodes,protein.P0AFW8,directed,database,EcoCyc,G6097,EcoCyc gene PRODUCT
gene.b3873,encodes,protein.P32134,directed,database,EcoCyc,EG11839,EcoCyc gene PRODUCT
gene.b4782,encodes,protein.P0DSG0,directed,database,EcoCyc,G0-17028,EcoCyc gene PRODUCT
gene.b4137,encodes,protein.P69488,directed,database,EcoCyc,EG12177,EcoCyc gene PRODUCT
gene.b1222,encodes,protein.P0AFA2,directed,database,EcoCyc,EG10646,EcoCyc gene PRODUCT
gene.b2159,encodes,protein.P0A6C1,directed,database,EcoCyc,EG10651,EcoCyc gene PRODUCT
gene.b4186,encodes,protein.P33222,directed,database,EcoCyc,EG11812,EcoCyc gene PRODUCT
gene.b3186,encodes,protein.P0AG48,directed,database,EcoCyc,EG50001,EcoCyc gene PRODUCT
gene.b3720,encodes,protein.P26218,directed,database,EcoCyc,EG11364,EcoCyc gene PRODUCT
gene.b3172,encodes,protein.P0A6E4,directed,database,EcoCyc,EG10068,EcoCyc gene PRODUCT
gene.b2216,encodes,protein.P39838,directed,database,EcoCyc,EG12385,EcoCyc gene PRODUCT
gene.b1296,encodes,protein.P76037,directed,database,EcoCyc,G6643,EcoCyc gene PRODUCT
gene.b4776,encodes,protein.P0DSF4,directed,database,EcoCyc,G0-17022,EcoCyc gene PRODUCT
gene.b3251,encodes,protein.P0A9X4,directed,database,EcoCyc,EG10608,EcoCyc gene PRODUCT
gene.b2453,encodes,protein.P76553,directed,database,EcoCyc,G7283,EcoCyc gene PRODUCT
gene.b2178,encodes,protein.P0AFU0,directed,database,EcoCyc,EG12038,EcoCyc gene PRODUCT
gene.b2388,encodes,protein.P0A6V8,directed,database,EcoCyc,EG12957,EcoCyc gene PRODUCT
gene.b1310,encodes,protein.P76042,directed,database,EcoCyc,G6648,EcoCyc gene PRODUCT
gene.b3262,encodes,protein.P28638,directed,database,EcoCyc,EG11498,EcoCyc gene PRODUCT
gene.b2144,encodes,protein.P0AFY2,directed,database,EcoCyc,EG12025,EcoCyc gene PRODUCT
gene.b2594,encodes,protein.P33643,directed,database,EcoCyc,EG12098,EcoCyc gene PRODUCT
gene.b0382,encodes,protein.P0AAN9,directed,database,EcoCyc,EG11256,EcoCyc gene PRODUCT
gene.b2284,encodes,protein.P31979,directed,database,EcoCyc,EG11774,EcoCyc gene PRODUCT
gene.b2614,encodes,protein.P09372,directed,database,EcoCyc,EG10416,EcoCyc gene PRODUCT
gene.b4065,encodes,protein.P32703,directed,database,EcoCyc,EG11940,EcoCyc gene PRODUCT
gene.b0598,encodes,protein.P15078,directed,database,EcoCyc,EG10167,EcoCyc gene PRODUCT
gene.b1870,encodes,protein.P76290,directed,database,EcoCyc,G7020,EcoCyc gene PRODUCT
gene.b2500,encodes,protein.P08179,directed,database,EcoCyc,EG10799,EcoCyc gene PRODUCT
gene.b1214,encodes,protein.P0AGM5,directed,database,EcoCyc,EG11251,EcoCyc gene PRODUCT
gene.b3034,encodes,protein.Q93K97,directed,database,EcoCyc,EG12633,EcoCyc gene PRODUCT
gene.b3409,encodes,protein.P33650,directed,database,EcoCyc,EG12102,EcoCyc gene PRODUCT
gene.b1591,encodes,protein.P69853,directed,database,EcoCyc,G6849,EcoCyc gene PRODUCT
gene.b3980,encodes,protein.P0CE48,directed,database,EcoCyc,EG11037,EcoCyc gene PRODUCT
gene.b4272,encodes,protein.P0CF45,directed,database,EcoCyc,G7894,EcoCyc gene PRODUCT
gene.b3539,encodes,protein.P37660,directed,database,EcoCyc,EG12266,EcoCyc gene PRODUCT
gene.b4406,encodes,protein.P0A8K5,directed,database,EcoCyc,G372,EcoCyc gene PRODUCT
gene.b4526,encodes,protein.P38394,directed,database,EcoCyc,G0-9081,EcoCyc gene PRODUCT
gene.b1494,encodes,protein.P31828,directed,database,EcoCyc,EG11744,EcoCyc gene PRODUCT
gene.b3087,encodes,protein.P42599,directed,database,EcoCyc,G7606,EcoCyc gene PRODUCT
gene.b0732,encodes,protein.P54746,directed,database,EcoCyc,EG13236,EcoCyc gene PRODUCT
gene.b0410,encodes,protein.P0AAQ2,directed,database,EcoCyc,EG11097,EcoCyc gene PRODUCT
gene.b0845,encodes,protein.P75810,directed,database,EcoCyc,G6443,EcoCyc gene PRODUCT
gene.b3772,encodes,protein.P04968,directed,database,EcoCyc,EG10493,EcoCyc gene PRODUCT
gene.b3139,encodes,protein.P42910,directed,database,EcoCyc,EG12770,EcoCyc gene PRODUCT
gene.b2183,encodes,protein.P0AA43,directed,database,EcoCyc,EG12044,EcoCyc gene PRODUCT
gene.b4340,encodes,protein.P39389,directed,database,EcoCyc,G7936,EcoCyc gene PRODUCT
gene.b3921,encodes,protein.P0AF34,directed,database,EcoCyc,EG11875,EcoCyc gene PRODUCT
gene.b3456,encodes,protein.P22729,directed,database,EcoCyc,EG10541,EcoCyc gene PRODUCT
gene.b3838,encodes,protein.P69425,directed,database,EcoCyc,G7808,EcoCyc gene PRODUCT
gene.b2210,encodes,protein.P33940,directed,database,EcoCyc,EG12069,EcoCyc gene PRODUCT
gene.b1617,encodes,protein.P05804,directed,database,EcoCyc,EG11055,EcoCyc gene PRODUCT
gene.b2554,encodes,protein.P0AFU4,directed,database,EcoCyc,EG11285,EcoCyc gene PRODUCT
gene.b2683,encodes,protein.P43667,directed,database,EcoCyc,G7406,EcoCyc gene PRODUCT
gene.b4666,encodes,protein.C1P617,directed,database,EcoCyc,G0-10629,EcoCyc gene PRODUCT
gene.b0219,encodes,protein.Q47679,directed,database,EcoCyc,G6103,EcoCyc gene PRODUCT
gene.b1757,encodes,protein.P78067,directed,database,EcoCyc,G6952,EcoCyc gene PRODUCT
gene.b0821,encodes,protein.P75791,directed,database,EcoCyc,G6424,EcoCyc gene PRODUCT
gene.b3509,encodes,protein.P0AET2,directed,database,EcoCyc,EG11399,EcoCyc gene PRODUCT
gene.b1159,encodes,protein.P24200,directed,database,EcoCyc,EG10573,EcoCyc gene PRODUCT
gene.b4615,encodes,protein.A5A625,directed,database,EcoCyc,G0-10605,EcoCyc gene PRODUCT
gene.b2503,encodes,protein.P77172,directed,database,EcoCyc,G7314,EcoCyc gene PRODUCT
gene.b4127,encodes,protein.P39274,directed,database,EcoCyc,G7829,EcoCyc gene PRODUCT
gene.b3281,encodes,protein.P15770,directed,database,EcoCyc,EG10077,EcoCyc gene PRODUCT
gene.b4114,encodes,protein.P30845,directed,database,EcoCyc,EG11613,EcoCyc gene PRODUCT
gene.b3725,encodes,protein.P0AAH0,directed,database,EcoCyc,EG10783,EcoCyc gene PRODUCT
gene.b1366,encodes,protein.P76069,directed,database,EcoCyc,G6689,EcoCyc gene PRODUCT
gene.b0618,encodes,protein.P77390,directed,database,EcoCyc,G6344,EcoCyc gene PRODUCT
gene.b0785,encodes,protein.P30749,directed,database,EcoCyc,EG11598,EcoCyc gene PRODUCT
gene.b2045,encodes,protein.P71242,directed,database,EcoCyc,G7096,EcoCyc gene PRODUCT
gene.b1731,encodes,protein.P0AE60,directed,database,EcoCyc,G6936,EcoCyc gene PRODUCT
gene.b3389,encodes,protein.P07639,directed,database,EcoCyc,EG10074,EcoCyc gene PRODUCT
gene.b3571,encodes,protein.P25718,directed,database,EcoCyc,EG11316,EcoCyc gene PRODUCT
gene.b0661,encodes,protein.P0AEI1,directed,database,EcoCyc,G6364,EcoCyc gene PRODUCT
gene.b2709,encodes,protein.P37013,directed,database,EcoCyc,EG12108,EcoCyc gene PRODUCT
gene.b3492,encodes,protein.P37631,directed,database,EcoCyc,EG12229,EcoCyc gene PRODUCT
gene.b4605,encodes,protein.A0A385XJK5,directed,database,EcoCyc,G0-10596,EcoCyc gene PRODUCT
gene.b1500,encodes,protein.P76136,directed,database,EcoCyc,G6790,EcoCyc gene PRODUCT
gene.b0467,encodes,protein.P23862,directed,database,EcoCyc,EG10765,EcoCyc gene PRODUCT
gene.b2769,encodes,protein.Q46907,directed,database,EcoCyc,G7435,EcoCyc gene PRODUCT
gene.b3401,encodes,protein.P0A6Y5,directed,database,EcoCyc,G7744,EcoCyc gene PRODUCT
gene.b1558,encodes,protein.P0A976,directed,database,EcoCyc,EG12205,EcoCyc gene PRODUCT
gene.b1960,encodes,protein.P09184,directed,database,EcoCyc,EG11068,EcoCyc gene PRODUCT
gene.b1678,encodes,protein.P76193,directed,database,EcoCyc,G6904,EcoCyc gene PRODUCT
gene.b0720,encodes,protein.P0ABH7,directed,database,EcoCyc,EG10402,EcoCyc gene PRODUCT
gene.b2602,encodes,protein.P11289,directed,database,EcoCyc,EG12446,EcoCyc gene PRODUCT
gene.b4176,encodes,protein.P0AF73,directed,database,EcoCyc,G7844,EcoCyc gene PRODUCT
gene.b0993,encodes,protein.P39453,directed,database,EcoCyc,G6514,EcoCyc gene PRODUCT
gene.b0570,encodes,protein.P77485,directed,database,EcoCyc,G6318,EcoCyc gene PRODUCT
gene.b1654,encodes,protein.P0AC69,directed,database,EcoCyc,EG12181,EcoCyc gene PRODUCT
gene.b4715,encodes,protein.P0DN74,directed,database,EcoCyc,G0-16640,EcoCyc gene PRODUCT
gene.b1943,encodes,protein.P52614,directed,database,EcoCyc,G379,EcoCyc gene PRODUCT
gene.b4346,encodes,protein.P15005,directed,database,EcoCyc,EG10574,EcoCyc gene PRODUCT
gene.b4485,encodes,protein.Q6BEX0,directed,database,EcoCyc,EG12518,EcoCyc gene PRODUCT
gene.b2382,encodes,protein.P77396,directed,database,EcoCyc,G7245,EcoCyc gene PRODUCT
gene.b1981,encodes,protein.P76350,directed,database,EcoCyc,G7067,EcoCyc gene PRODUCT
gene.b0352,encodes,protein.P51020,directed,database,EcoCyc,G6205,EcoCyc gene PRODUCT
gene.b3927,encodes,protein.P0AER0,directed,database,EcoCyc,EG10396,EcoCyc gene PRODUCT
gene.b3665,encodes,protein.P31441,directed,database,EcoCyc,EG11692,EcoCyc gene PRODUCT
gene.b0565,encodes,protein.P09169,directed,database,EcoCyc,EG10673,EcoCyc gene PRODUCT
gene.b1323,encodes,protein.P07604,directed,database,EcoCyc,EG11042,EcoCyc gene PRODUCT
gene.b3348,encodes,protein.P0A8R4,directed,database,EcoCyc,EG11664,EcoCyc gene PRODUCT
gene.b0997,encodes,protein.P33225,directed,database,EcoCyc,EG11814,EcoCyc gene PRODUCT
gene.b4155,encodes,protein.P0A8N7,directed,database,EcoCyc,EG11211,EcoCyc gene PRODUCT
gene.b3794,encodes,protein.P27836,directed,database,EcoCyc,EG11458,EcoCyc gene PRODUCT
gene.b1119,encodes,protein.P75959,directed,database,EcoCyc,G6576,EcoCyc gene PRODUCT
gene.b0383,encodes,protein.P00634,directed,database,EcoCyc,EG10727,EcoCyc gene PRODUCT
gene.b2731,encodes,protein.P19323,directed,database,EcoCyc,EG10301,EcoCyc gene PRODUCT
gene.b4795,encodes,protein.P0DSH3,directed,database,EcoCyc,G0-17041,EcoCyc gene PRODUCT
gene.b0965,encodes,protein.P75874,directed,database,EcoCyc,G6499,EcoCyc gene PRODUCT
gene.b4771,encodes,protein.P0DSE9,directed,database,EcoCyc,G0-17017,EcoCyc gene PRODUCT
gene.b0913,encodes,protein.P37443,directed,database,EcoCyc,EG12375,EcoCyc gene PRODUCT
gene.b1876,encodes,protein.P11875,directed,database,EcoCyc,EG10071,EcoCyc gene PRODUCT
gene.b1038,encodes,protein.P0AE98,directed,database,EcoCyc,G6544,EcoCyc gene PRODUCT
gene.b2070,encodes,protein.P76393,directed,database,EcoCyc,G7109,EcoCyc gene PRODUCT
gene.b0479,encodes,protein.P52067,directed,database,EcoCyc,G6256,EcoCyc gene PRODUCT
gene.b2171,encodes,protein.P0A6N8,directed,database,EcoCyc,EG12035,EcoCyc gene PRODUCT
gene.b3362,encodes,protein.P0ADX5,directed,database,EcoCyc,EG12374,EcoCyc gene PRODUCT
gene.b3061,encodes,protein.P05847,directed,database,EcoCyc,EG11168,EcoCyc gene PRODUCT
gene.b2011,encodes,protein.P04995,directed,database,EcoCyc,EG10926,EcoCyc gene PRODUCT
gene.b0434,encodes,protein.P0ADA5,directed,database,EcoCyc,EG12182,EcoCyc gene PRODUCT
gene.b2446,encodes,protein.P76546,directed,database,EcoCyc,G7276,EcoCyc gene PRODUCT
gene.b0170,encodes,protein.P0A6P1,directed,database,EcoCyc,EG11033,EcoCyc gene PRODUCT
gene.b2538,encodes,protein.P0ABR5,directed,database,EcoCyc,M009,EcoCyc gene PRODUCT
gene.b4072,encodes,protein.P0AAK7,directed,database,EcoCyc,EG11946,EcoCyc gene PRODUCT
gene.b0251,encodes,protein.P77365,directed,database,EcoCyc,G6126,EcoCyc gene PRODUCT
gene.b4109,encodes,protein.P0DM85,directed,database,EcoCyc,EG11210,EcoCyc gene PRODUCT
gene.b0404,encodes,protein.P21515,directed,database,EcoCyc,EG11095,EcoCyc gene PRODUCT
gene.b2753,encodes,protein.P10423,directed,database,EcoCyc,EG10488,EcoCyc gene PRODUCT
gene.b3705,encodes,protein.P25714,directed,database,EcoCyc,EG11197,EcoCyc gene PRODUCT
gene.b0151,encodes,protein.P07821,directed,database,EcoCyc,EG10304,EcoCyc gene PRODUCT
