source_id,relation_type,target_id,direction,evidence,source_database,source_record_id,notes
reaction.ecocyc.DXPREDISOM-RXN,participates_in,ecocyc.NONMEVIPP-PWY,directed,database,EcoCyc,NONMEVIPP-PWY,EcoCyc pathway REACTION-LIST
reaction.ecocyc.DXS-RXN,participates_in,ecocyc.NONMEVIPP-PWY,directed,database,EcoCyc,NONMEVIPP-PWY,EcoCyc pathway REACTION-LIST
reaction.ecocyc.RXN0-2161,participates_in,ecocyc.PWY0-901,directed,database,EcoCyc,PWY0-901,EcoCyc pathway REACTION-LIST
reaction.ecocyc.2.9.1.1-RXN,participates_in,ecocyc.PWY0-901,directed,database,EcoCyc,PWY0-901,EcoCyc pathway REACTION-LIST
reaction.ecocyc.2.7.9.3-RXN,participates_in,ecocyc.PWY0-901,directed,database,EcoCyc,PWY0-901,EcoCyc pathway REACTION-LIST
reaction.ecocyc.HYPOXANPRIBOSYLTRAN-RXN,participates_in,ecocyc.PWY-6609,directed,database,EcoCyc,PWY-6609,EcoCyc pathway REACTION-LIST
reaction.ecocyc.ADENODEAMIN-RXN,participates_in,ecocyc.PWY-6609,directed,database,EcoCyc,PWY-6609,EcoCyc pathway REACTION-LIST
reaction.ecocyc.ADENPHOSPHOR-RXN,participates_in,ecocyc.PWY-6609,directed,database,EcoCyc,PWY-6609,EcoCyc pathway REACTION-LIST
reaction.ecocyc.INOPHOSPHOR-RXN,participates_in,ecocyc.PWY-6609,directed,database,EcoCyc,PWY-6609,EcoCyc pathway REACTION-LIST
reaction.ecocyc.PSEUDOURIDINE-KINASE-RXN,participates_in,ecocyc.PWY-6019,directed,database,EcoCyc,PWY-6019,EcoCyc pathway REACTION-LIST
reaction.ecocyc.RXN0-5398,participates_in,ecocyc.PWY-6019,directed,database,EcoCyc,PWY-6019,EcoCyc pathway REACTION-LIST
reaction.ecocyc.LACTALDREDUCT-RXN,participates_in,ecocyc.PWY0-1315,directed,database,EcoCyc,PWY0-1315,EcoCyc pathway REACTION-LIST
reaction.ecocyc.PUTTRANSAM-RXN,participates_in,ecocyc.PUTDEG-PWY,directed,database,EcoCyc,PUTDEG-PWY,EcoCyc pathway REACTION-LIST
reaction.ecocyc.AMINOBUTDEHYDROG-RXN,participates_in,ecocyc.PUTDEG-PWY,directed,database,EcoCyc,PUTDEG-PWY,EcoCyc pathway REACTION-LIST
reaction.ecocyc.RXN0-7012,participates_in,ecocyc.PWY0-1545,directed,database,EcoCyc,PWY0-1545,EcoCyc pathway REACTION-LIST
reaction.ecocyc.PGPPHOSPHA-RXN,participates_in,ecocyc.PWY0-1545,directed,database,EcoCyc,PWY0-1545,EcoCyc pathway REACTION-LIST
reaction.ecocyc.PHOSPHAGLYPSYN-RXN,participates_in,ecocyc.PWY0-1545,directed,database,EcoCyc,PWY0-1545,EcoCyc pathway REACTION-LIST
