pathway_id	member_type	member_id
eco00946	compound	C00036
eco00946	compound	C00389
eco00946	compound	C00509
eco00946	compound	C00642
eco00946	compound	C00774
eco00946	compound	C00974
eco00946	compound	C01161
eco00946	compound	C01477
eco00946	compound	C01514
eco00946	compound	C01617
eco00946	compound	C01744
eco00946	compound	C02183
eco00946	compound	C05623
eco00946	compound	C05625
eco00946	compound	C05631
eco00946	compound	C05903
eco00946	compound	C06563
eco00946	compound	C09099
eco00946	compound	C09126
eco00946	compound	C09789
eco00946	compound	C10208
eco00946	compound	C10216
eco00946	compound	C10447
eco00946	compound	C10524
eco00946	compound	C12088
eco00946	compound	C14131
eco00946	compound	C14458
eco00946	compound	C22552
eco00946	compound	C22553
eco00946	compound	C22556
eco00946	compound	C22557
eco00946	compound	C22558
eco00946	compound	C22559
eco00946	compound	C22560
eco00946	compound	C22567
eco00946	compound	C22568
eco00946	compound	C22569
eco00946	compound	C22570
eco00946	compound	C22571
eco00946	compound	C22572
eco00332	compound	C00010
eco00332	compound	C00025
eco00332	compound	C00083
eco00332	compound	C00148
eco00332	compound	C00831
eco00332	compound	C01134
eco00332	compound	C01165
eco00332	compound	C03287
eco00332	compound	C03912
eco00332	compound	C06664
eco00332	compound	C06669
eco00332	compound	C11755
eco00332	compound	C17366
eco00332	compound	C17367
eco00332	compound	C17368
eco00332	compound	C17369
eco00332	compound	C17370
eco00332	compound	C17373
eco00332	compound	C17374
eco00332	compound	C17377
eco00332	compound	C17399
eco00332	compound	C20813
eco00332	compound	C20814
eco00332	compound	C20815
eco00332	compound	C20816
eco00332	compound	C20818
eco00332	compound	C20819
eco00332	compound	C20820
eco00332	compound	C20821
eco00332	compound	C20822
eco00332	compound	C20823
eco00332	compound	C22946
eco00332	compound	C22947
eco00332	compound	C22948
eco00332	compound	C23073
eco00261	compound	C00019
eco00261	compound	C00022
eco00261	compound	C00049
eco00261	compound	C00059
eco00261	compound	C00062
eco00261	compound	C00065
eco00261	compound	C00082
eco00261	compound	C00188
eco00261	compound	C00224
eco00261	compound	C00441
eco00261	compound	C00927
eco00261	compound	C01179
eco00261	compound	C01739
eco00261	compound	C01941
eco00261	compound	C03082
eco00261	compound	C03198
eco00261	compound	C03590
eco00261	compound	C03972
eco00261	compound	C05539
eco00261	compound	C12323
eco00261	compound	C16842
eco00261	compound	C17351
eco00261	compound	C17352
eco00261	compound	C17355
eco00261	compound	C20258
eco00261	compound	C20911
eco00261	compound	C20912
eco00261	compound	C20913
eco00261	compound	C20914
eco00261	compound	C20915
eco00261	compound	C20916
eco00261	compound	C20917
eco00261	compound	C20918
eco00261	compound	C20919
eco00261	compound	C20920
eco00261	compound	C20921
eco00261	compound	C20927
eco00261	compound	C20928
eco00261	compound	C20929
eco00521	compound	C00031
eco00521	compound	C00092
eco00521	compound	C00103
eco00521	compound	C00137
eco00521	compound	C00413
eco00521	compound	C00688
eco00521	compound	C00691
eco00521	compound	C00842
eco00521	compound	C01121
eco00521	compound	C01138
eco00521	compound	C01214
eco00521	compound	C01221
eco00521	compound	C01283
eco00521	compound	C01294
eco00521	compound	C01298
eco00521	compound	C03319
eco00521	compound	C03442
eco00521	compound	C04006
eco00521	compound	C04280
eco00521	compound	C04673
eco00521	compound	C04767
eco00521	compound	C06592
eco00521	compound	C11351
eco00521	compound	C11907
eco00525	compound	C00103
eco00525	compound	C00842
eco00525	compound	C04268
eco00525	compound	C06802
eco00525	compound	C11907
eco00525	compound	C12112
eco00525	compound	C17691
eco00525	compound	C17692
eco00525	compound	C17693
eco00525	compound	C17694
eco00525	compound	C17695
eco00525	compound	C17696
eco00525	compound	C17697
eco00525	compound	C17698
eco00525	compound	C17699
eco00525	compound	C17700
eco00525	compound	C20956
eco00525	compound	C21156
eco00525	compound	C21204
eco00525	compound	C21205
eco00525	compound	C21206
eco00525	compound	C21207
eco00525	compound	C21208
eco00525	compound	C21209
eco00525	compound	C21210
eco00525	compound	C21211
eco00525	compound	C21216
eco00525	compound	C21218
eco00525	compound	C21219
eco00525	compound	C21247
eco00525	compound	C21248
eco00525	compound	C21249
eco00525	compound	C21293
eco00525	compound	C21367
eco00525	compound	C21368
eco00525	compound	C21415
eco00401	compound	C00082
eco00401	compound	C00148
eco00401	compound	C00254
eco00401	compound	C01179
eco00401	compound	C05073
eco00401	compound	C05080
eco00401	compound	C12032
eco00401	compound	C12456
eco00401	compound	C12457
eco00401	compound	C12458
eco00401	compound	C12459
eco00401	compound	C12460
eco00401	compound	C12461
eco00401	compound	C12462
eco00401	compound	C12463
eco00401	compound	C12467
eco00401	compound	C12468
eco00401	compound	C12469
eco00401	compound	C12470
eco00401	compound	C12471
eco00401	compound	C12472
eco00401	compound	C12473
eco00401	compound	C12474
eco00401	compound	C12475
eco00401	compound	C12476
eco00401	compound	C12477
eco00401	compound	C12479
eco00401	compound	C12480
eco00401	compound	C12481
eco00401	compound	C12483
eco00401	compound	C20629
eco00401	compound	C20637
eco00999	compound	C00019
eco00999	compound	C00024
eco00999	compound	C00036
eco00999	compound	C00049
eco00999	compound	C00073
eco00999	compound	C00074
eco00999	compound	C00078
eco00999	compound	C00079
eco00999	compound	C00082
eco00999	compound	C00083
eco00999	compound	C00108
eco00999	compound	C00179
eco00999	compound	C00223
eco00999	compound	C00251
eco00999	compound	C00254
eco00999	compound	C00323
eco00999	compound	C00353
eco00999	compound	C00406
eco00999	compound	C00423
eco00999	compound	C00448
eco00999	compound	C00463
eco00999	compound	C00493
eco00999	compound	C00590
eco00999	compound	C00751
eco00999	compound	C00758
eco00999	compound	C00841
eco00999	compound	C01054
eco00999	compound	C01158
eco00999	compound	C01198
eco00999	compound	C01424
eco00999	compound	C01527
eco00999	compound	C01557
eco00999	compound	C01752
eco00999	compound	C01772
eco00999	compound	C01864
eco00999	compound	C02162
eco00999	compound	C02274
eco00999	compound	C02637
eco00999	compound	C02951
eco00999	compound	C03506
eco00999	compound	C04498
eco00999	compound	C04576
eco00999	compound	C04831
eco00999	compound	C05158
eco00999	compound	C05324
eco00999	compound	C05366
eco00999	compound	C05838
eco00999	compound	C05839
eco00999	compound	C05851
eco00999	compound	C06098
eco00999	compound	C06972
eco00999	compound	C07578
eco00999	compound	C08304
eco00999	compound	C08307
eco00999	compound	C08308
eco00999	compound	C08588
eco00999	compound	C08589
eco00999	compound	C08616
eco00999	compound	C08942
eco00999	compound	C08946
eco00999	compound	C08972
eco00999	compound	C09060
eco00999	compound	C09263
eco00999	compound	C09265
eco00999	compound	C09276
eco00999	compound	C09305
eco00999	compound	C09311
eco00999	compound	C09315
eco00999	compound	C10556
eco00999	compound	C10557
eco00999	compound	C10646
eco00999	compound	C10682
eco00999	compound	C10784
eco00999	compound	C10874
eco00999	compound	C11130
eco00999	compound	C12312
eco00999	compound	C15485
eco00999	compound	C15486
eco00999	compound	C15500
eco00999	compound	C15501
eco00999	compound	C15502
eco00999	compound	C15769
eco00999	compound	C15770
eco00999	compound	C15772
eco00999	compound	C17055
eco00999	compound	C17062
eco00999	compound	C17148
eco00999	compound	C17513
eco00999	compound	C18062
eco00999	compound	C18079
eco00999	compound	C18080
eco00999	compound	C18083
eco00999	compound	C18167
eco00999	compound	C18325
eco00999	compound	C19707
eco00999	compound	C19730
eco00999	compound	C19731
eco00999	compound	C19829
eco00999	compound	C19867
eco00999	compound	C19868
eco00999	compound	C19869
eco00999	compound	C20406
eco00999	compound	C20413
eco00999	compound	C20417
eco00999	compound	C20454
eco00999	compound	C20455
eco00999	compound	C20456
eco00999	compound	C20713
eco00999	compound	C20715
eco00999	compound	C20716
eco00999	compound	C20725
eco00999	compound	C20778
eco00999	compound	C20779
eco00999	compound	C20780
eco00999	compound	C20894
eco00999	compound	C21183
eco00999	compound	C21184
eco00999	compound	C21191
eco00999	compound	C21459
eco00999	compound	C21601
eco00999	compound	C21602
eco00999	compound	C21903
eco00999	compound	C22007
eco00999	compound	C22070
eco00999	compound	C22127
eco00999	compound	C22128
eco00999	compound	C22129
eco00999	compound	C22152
eco00999	compound	C22153
eco00999	compound	C22156
eco00999	compound	C22438
eco00999	compound	C22444
eco00999	compound	C22445
eco00999	compound	C22452
eco00999	compound	C22652
eco00999	compound	C22653
eco00999	compound	C22654
eco00999	compound	C22655
eco00999	compound	C22656
eco00999	compound	C22657
eco00999	compound	C22658
eco00999	compound	C22659
eco00999	compound	C22660
eco00999	compound	C22661
eco00999	compound	C22662
eco00999	compound	C22663
eco00999	compound	C22664
eco00999	compound	C22665
eco00999	compound	C22666
eco00362	compound	C00022
eco00362	compound	C00024
eco00362	compound	C00036
eco00362	compound	C00084
eco00362	compound	C00090
eco00362	compound	C00091
eco00362	compound	C00146
eco00362	compound	C00156
eco00362	compound	C00180
eco00362	compound	C00196
eco00362	compound	C00230
eco00362	compound	C00332
eco00362	compound	C00512
eco00362	compound	C00527
eco00362	compound	C00530
eco00362	compound	C00587
eco00362	compound	C00596
eco00362	compound	C00628
eco00362	compound	C00682
eco00362	compound	C00846
eco00362	compound	C00877
eco00362	compound	C01063
eco00362	compound	C01144
eco00362	compound	C01163
eco00362	compound	C01278
eco00362	compound	C01407
eco00362	compound	C01751
eco00362	compound	C02222
eco00362	compound	C02232
eco00362	compound	C02411
eco00362	compound	C02480
eco00362	compound	C02501
eco00362	compound	C02519
eco00362	compound	C02814
eco00362	compound	C02949
eco00362	compound	C03453
eco00362	compound	C03586
eco00362	compound	C03589
eco00362	compound	C03671
eco00362	compound	C03676
eco00362	compound	C03767
eco00362	compound	C04091
eco00362	compound	C04115
eco00362	compound	C04324
eco00362	compound	C04404
eco00362	compound	C04434
eco00362	compound	C04480
eco00362	compound	C04484
eco00362	compound	C04553
eco00362	compound	C05375
eco00362	compound	C06033
eco00362	compound	C06035
eco00362	compound	C06321
eco00362	compound	C06322
eco00362	compound	C06333
eco00362	compound	C06336
eco00362	compound	C06714
eco00362	compound	C06715
eco00362	compound	C06723
eco00362	compound	C06749
eco00362	compound	C09809
eco00362	compound	C09810
eco00362	compound	C09811
eco00362	compound	C09812
eco00362	compound	C09813
eco00362	compound	C09821
eco00362	compound	C09822
eco00362	compound	C09823
eco00362	compound	C14144
eco00362	compound	C14610
eco00362	compound	C19682
eco00362	compound	C19683
eco00362	compound	C19684
eco00362	compound	C21298
eco00362	compound	C22885
eco00362	compound	C22887
eco00362	compound	C22920
eco00627	compound	C00090
eco00627	compound	C00108
eco00627	compound	C00146
eco00627	compound	C00156
eco00627	compound	C00180
eco00627	compound	C00196
eco00627	compound	C00230
eco00627	compound	C00261
eco00627	compound	C00292
eco00627	compound	C00472
eco00627	compound	C00512
eco00627	compound	C00530
eco00627	compound	C00568
eco00627	compound	C00632
eco00627	compound	C00633
eco00627	compound	C00755
eco00627	compound	C00870
eco00627	compound	C00877
eco00627	compound	C01108
eco00627	compound	C01144
eco00627	compound	C01424
eco00627	compound	C01502
eco00627	compound	C01983
eco00627	compound	C01984
eco00627	compound	C01987
eco00627	compound	C02137
eco00627	compound	C02183
eco00627	compound	C02222
eco00627	compound	C02235
eco00627	compound	C02247
eco00627	compound	C02372
eco00627	compound	C02720
eco00627	compound	C02734
eco00627	compound	C02814
eco00627	compound	C02949
eco00627	compound	C03198
eco00627	compound	C03360
eco00627	compound	C03590
eco00627	compound	C03671
eco00627	compound	C03824
eco00627	compound	C04434
eco00627	compound	C04484
eco00627	compound	C05165
eco00627	compound	C05616
eco00627	compound	C06206
eco00627	compound	C06317
eco00627	compound	C06335
eco00627	compound	C06337
eco00627	compound	C06604
eco00627	compound	C06605
eco00627	compound	C06606
eco00627	compound	C06607
eco00627	compound	C06608
eco00627	compound	C06672
eco00627	compound	C06673
eco00627	compound	C06674
eco00627	compound	C06675
eco00627	compound	C06676
eco00627	compound	C06719
eco00627	compound	C06813
eco00627	compound	C06876
eco00627	compound	C07103
eco00627	compound	C07301
eco00627	compound	C08063
eco00627	compound	C09814
eco00627	compound	C09815
eco00627	compound	C10833
eco00627	compound	C14418
eco00627	compound	C14602
eco00627	compound	C14604
eco00627	compound	C16200
eco00627	compound	C16234
eco00627	compound	C16235
eco00627	compound	C16267
eco00627	compound	C16268
eco00627	compound	C16272
eco00627	compound	C16273
eco00627	compound	C16281
eco00627	compound	C16283
eco00627	compound	C16285
eco00627	compound	C18338
eco00627	compound	C18345
eco00627	compound	C18347
eco00627	compound	C18348
eco00627	compound	C18349
eco00627	compound	C18351
eco00627	compound	C18625
eco00627	compound	C23074
eco00364	compound	C00090
eco00364	compound	C02222
eco00364	compound	C02357
eco00364	compound	C02359
eco00364	compound	C02364
eco00364	compound	C02370
eco00364	compound	C02371
eco00364	compound	C02802
eco00364	compound	C02949
eco00364	compound	C03925
eco00364	compound	C04178
eco00364	compound	C06387
eco00364	compound	C06670
eco00364	compound	C06671
eco00364	compound	C11272
eco00364	compound	C16246
eco00364	compound	C16247
eco00364	compound	C16248
eco00364	compound	C16249
eco00364	compound	C16472
eco00364	compound	C16473
eco00364	compound	C16474
eco00364	compound	C16475
eco00364	compound	C16476
eco00364	compound	C16477
eco00364	compound	C16478
eco00364	compound	C16479
eco00364	compound	C16480
eco00364	compound	C16481
eco00364	compound	C16482
eco00364	compound	C16483
eco00364	compound	C16484
eco00625	compound	C00011
eco00625	compound	C00024
eco00625	compound	C00048
eco00625	compound	C00058
eco00625	compound	C00067
eco00625	compound	C00084
eco00625	compound	C00160
eco00625	compound	C00209
eco00625	compound	C00222
eco00625	compound	C00237
eco00625	compound	C01380
eco00625	compound	C01548
eco00625	compound	C02271
eco00625	compound	C06547
eco00625	compound	C06548
eco00625	compound	C06609
eco00625	compound	C06610
eco00625	compound	C06611
eco00625	compound	C06612
eco00625	compound	C06613
eco00625	compound	C06614
eco00625	compound	C06615
eco00625	compound	C06752
eco00625	compound	C06753
eco00625	compound	C06754
eco00625	compound	C06755
eco00625	compound	C06789
eco00625	compound	C06790
eco00625	compound	C06791
eco00625	compound	C06792
eco00625	compound	C06793
eco00625	compound	C07490
eco00625	compound	C11148
eco00625	compound	C11149
eco00625	compound	C11150
eco00625	compound	C14866
eco00625	compound	C16348
eco00625	compound	C18246
eco00625	compound	C18247
eco00625	compound	C18248
eco00625	compound	C20303
eco00625	compound	C21752
eco00625	compound	C21753
eco00361	compound	C00011
eco00361	compound	C00042
eco00361	compound	C00090
eco00361	compound	C00146
eco00361	compound	C00160
eco00361	compound	C00530
eco00361	compound	C00682
eco00361	compound	C01407
eco00361	compound	C02124
eco00361	compound	C02222
eco00361	compound	C02375
eco00361	compound	C02575
eco00361	compound	C02625
eco00361	compound	C02814
eco00361	compound	C02933
eco00361	compound	C03434
eco00361	compound	C03572
eco00361	compound	C03585
eco00361	compound	C03664
eco00361	compound	C03918
eco00361	compound	C04091
eco00361	compound	C04431
eco00361	compound	C04522
eco00361	compound	C04706
eco00361	compound	C04729
eco00361	compound	C05618
eco00361	compound	C06328
eco00361	compound	C06329
eco00361	compound	C06594
eco00361	compound	C06596
eco00361	compound	C06597
eco00361	compound	C06598
eco00361	compound	C06599
eco00361	compound	C06600
eco00361	compound	C06601
eco00361	compound	C06602
eco00361	compound	C06603
eco00361	compound	C06755
eco00361	compound	C06988
eco00361	compound	C06989
eco00361	compound	C06990
eco00361	compound	C07075
eco00361	compound	C07088
eco00361	compound	C07089
eco00361	compound	C07090
eco00361	compound	C07091
eco00361	compound	C07092
eco00361	compound	C07093
eco00361	compound	C07094
eco00361	compound	C07095
eco00361	compound	C07096
eco00361	compound	C07097
eco00361	compound	C07098
eco00361	compound	C07099
eco00361	compound	C07100
eco00361	compound	C07101
eco00361	compound	C07102
eco00361	compound	C07103
eco00361	compound	C11352
eco00361	compound	C12831
eco00361	compound	C12832
eco00361	compound	C12833
eco00361	compound	C12834
eco00361	compound	C12835
eco00361	compound	C12836
eco00361	compound	C12837
eco00361	compound	C12838
eco00361	compound	C14419
eco00361	compound	C14450
eco00361	compound	C16181
eco00361	compound	C16182
eco00361	compound	C16266
eco00361	compound	C18236
eco00361	compound	C18238
eco00361	compound	C18240
eco00361	compound	C18241
eco00361	compound	C18242
eco00361	compound	C18243
eco00361	compound	C18244
eco00361	compound	C18933
eco00361	compound	C21103
eco00361	compound	C21104
eco00361	compound	C21105
eco00623	compound	C00091
eco00623	compound	C00156
eco00623	compound	C00180
eco00623	compound	C00230
eco00623	compound	C00261
eco00623	compound	C00512
eco00623	compound	C00556
eco00623	compound	C00587
eco00623	compound	C00633
eco00623	compound	C01455
eco00623	compound	C01467
eco00623	compound	C01468
eco00623	compound	C01542
eco00623	compound	C02236
eco00623	compound	C02923
eco00623	compound	C03067
eco00623	compound	C03351
eco00623	compound	C04112
eco00623	compound	C04558
eco00623	compound	C04559
eco00623	compound	C04592
eco00623	compound	C06677
eco00623	compound	C06678
eco00623	compound	C06679
eco00623	compound	C06730
eco00623	compound	C09816
eco00623	compound	C09817
eco00623	compound	C09818
eco00623	compound	C09819
eco00623	compound	C09820
eco00623	compound	C14582
eco00623	compound	C18300
eco00623	compound	C18301
eco00623	compound	C18302
eco00623	compound	C18303
eco00623	compound	C18304
eco00623	compound	C18305
eco00623	compound	C18306
eco00623	compound	C18307
eco00623	compound	C18308
eco00623	compound	C18309
eco00623	compound	C18310
eco00623	compound	C18311
eco00623	compound	C18312
eco00623	compound	C21166
eco00623	compound	C21167
eco00623	compound	C21168
eco00622	compound	C00022
eco00622	compound	C00024
eco00622	compound	C00084
eco00622	compound	C00100
eco00622	compound	C00479
eco00622	compound	C00596
eco00622	compound	C01454
eco00622	compound	C02923
eco00622	compound	C03589
eco00622	compound	C06210
eco00622	compound	C06575
eco00622	compound	C06576
eco00622	compound	C06577
eco00622	compound	C06578
eco00622	compound	C06579
eco00622	compound	C06580
eco00622	compound	C06581
eco00622	compound	C06582
eco00622	compound	C06720
eco00622	compound	C06729
eco00622	compound	C06730
eco00622	compound	C06731
eco00622	compound	C06756
eco00622	compound	C06757
eco00622	compound	C06758
eco00622	compound	C06760
eco00622	compound	C06762
eco00622	compound	C07208
eco00622	compound	C07209
eco00622	compound	C07211
eco00622	compound	C07212
eco00622	compound	C07213
eco00622	compound	C07214
eco00622	compound	C07215
eco00622	compound	C07216
eco00622	compound	C07478
eco00622	compound	C07479
eco00622	compound	C11354
eco00633	compound	C01468
eco00633	compound	C06002
eco00633	compound	C11006
eco00633	compound	C14401
eco00633	compound	C16391
eco00633	compound	C16392
eco00633	compound	C16393
eco00633	compound	C16394
eco00633	compound	C16395
eco00633	compound	C16396
eco00633	compound	C16397
eco00633	compound	C16398
eco00633	compound	C16399
eco00633	compound	C16400
eco00633	compound	C16401
eco00633	compound	C16402
eco00633	compound	C16403
eco00633	compound	C16411
eco00633	compound	C16412
eco00633	compound	C16413
eco00633	compound	C16414
eco00633	compound	C16420
eco00633	compound	C18315
eco00633	compound	C18316
eco00633	compound	C18317
eco00633	compound	C18318
eco00633	compound	C18320
eco00930	compound	C00414
eco00930	compound	C00571
eco00930	compound	C00854
eco00930	compound	C01147
eco00930	compound	C01255
eco00930	compound	C01880
eco00930	compound	C02232
eco00930	compound	C02378
eco00930	compound	C02824
eco00930	compound	C03241
eco00930	compound	C03739
eco00930	compound	C04277
eco00930	compound	C06102
eco00930	compound	C06103
eco00930	compound	C06104
eco00930	compound	C06105
eco00930	compound	C06593
eco00930	compound	C11249
eco00930	compound	C11519
eco00930	compound	C11520
eco00930	compound	C12313
eco00930	compound	C14143
eco00930	compound	C14144
eco00930	compound	C14145
eco00930	compound	C20988
eco00930	compound	C20990
eco00621	compound	C00022
eco00621	compound	C00024
eco00621	compound	C00084
eco00621	compound	C00090
eco00621	compound	C00108
eco00621	compound	C00180
eco00621	compound	C00596
eco00621	compound	C00805
eco00621	compound	C01273
eco00621	compound	C02370
eco00621	compound	C02501
eco00621	compound	C02526
eco00621	compound	C03077
eco00621	compound	C03453
eco00621	compound	C03569
eco00621	compound	C03589
eco00621	compound	C04596
eco00621	compound	C04623
eco00621	compound	C06584
eco00621	compound	C06585
eco00621	compound	C06586
eco00621	compound	C06587
eco00621	compound	C06588
eco00621	compound	C06589
eco00621	compound	C06644
eco00621	compound	C06645
eco00621	compound	C06646
eco00621	compound	C07557
eco00621	compound	C07729
eco00621	compound	C07731
eco00621	compound	C07732
eco00621	compound	C07733
eco00621	compound	C07734
eco00621	compound	C08060
eco00621	compound	C08061
eco00621	compound	C08062
eco00621	compound	C11057
eco00621	compound	C11353
eco00621	compound	C14573
eco00621	compound	C18099
eco00621	compound	C18100
eco00621	compound	C18101
eco00621	compound	C18102
eco00621	compound	C18103
eco00621	compound	C18104
eco00621	compound	C18105
eco00621	compound	C18106
eco00621	compound	C18107
eco00621	compound	C18108
eco00621	compound	C18109
eco00621	compound	C18110
eco00621	compound	C18111
eco00621	compound	C18112
eco00621	compound	C18113
eco00621	compound	C18114
eco00621	compound	C18115
eco00621	compound	C18116
eco00621	compound	C18117
eco00621	compound	C18118
eco00621	compound	C18119
eco00621	compound	C18120
eco00621	compound	C18121
eco00621	compound	C18122
eco00621	compound	C18123
eco00621	compound	C18180
eco00621	compound	C21859
eco00626	compound	C00090
eco00626	compound	C00091
eco00626	compound	C00628
eco00626	compound	C00805
eco00626	compound	C00829
eco00626	compound	C02909
eco00626	compound	C02923
eco00626	compound	C03012
eco00626	compound	C03203
eco00626	compound	C04314
eco00626	compound	C06202
eco00626	compound	C06203
eco00626	compound	C06204
eco00626	compound	C06730
eco00626	compound	C14082
eco00626	compound	C14083
eco00626	compound	C14084
eco00626	compound	C14085
eco00626	compound	C14086
eco00626	compound	C14087
eco00626	compound	C14088
eco00626	compound	C14089
eco00626	compound	C14090
eco00626	compound	C14091
eco00626	compound	C14092
eco00626	compound	C14093
eco00626	compound	C14094
eco00626	compound	C14095
eco00626	compound	C14096
eco00626	compound	C14097
eco00626	compound	C14098
eco00626	compound	C14099
eco00626	compound	C14100
eco00626	compound	C14101
eco00626	compound	C14102
eco00626	compound	C14103
eco00626	compound	C14104
eco00626	compound	C14105
eco00626	compound	C14106
eco00626	compound	C14107
eco00626	compound	C14108
eco00626	compound	C14109
eco00626	compound	C14110
eco00626	compound	C14111
eco00626	compound	C14112
eco00626	compound	C14113
eco00626	compound	C14114
eco00626	compound	C14115
eco00626	compound	C14116
eco00626	compound	C14117
eco00626	compound	C14118
eco00626	compound	C14119
eco00626	compound	C14120
eco00626	compound	C16193
eco00626	compound	C16194
eco00626	compound	C16196
eco00626	compound	C16198
eco00626	compound	C16199
eco00626	compound	C16201
eco00626	compound	C16202
eco00984	compound	C00022
eco00984	compound	C00024
eco00984	compound	C00091
eco00984	compound	C00100
eco00984	compound	C00187
eco00984	compound	C00280
eco00984	compound	C00479
eco00984	compound	C00535
eco00984	compound	C00599
eco00984	compound	C00674
eco00984	compound	C01227
eco00984	compound	C04793
eco00984	compound	C04844
eco00984	compound	C06762
eco00984	compound	C07635
eco00984	compound	C11354
eco00984	compound	C14909
eco00984	compound	C19944
eco00984	compound	C20144
eco00984	compound	C20199
eco00984	compound	C20252
eco00984	compound	C20838
eco00984	compound	C20839
eco00984	compound	C20840
eco00984	compound	C21076
eco00984	compound	C21906
eco00984	compound	C23003
eco00984	compound	C23004
eco00984	compound	C23005
eco00984	compound	C23006
eco00984	compound	C23007
eco00984	compound	C23009
eco00984	compound	C23010
eco00984	compound	C23011
eco00984	compound	C23012
eco00984	compound	C23013
eco00984	compound	C23014
eco00984	compound	C23015
eco00984	compound	C23016
eco00984	compound	C23017
eco00984	compound	C23018
eco00984	compound	C23019
eco00984	compound	C23020
eco00984	compound	C23021
eco00984	compound	C23022
eco00984	compound	C23023
eco00984	compound	C23024
eco00984	compound	C23025
eco00984	compound	C23026
eco00970	compound	C00025
eco00970	compound	C00037
eco00970	compound	C00041
eco00970	compound	C00047
eco00970	compound	C00049
eco00970	compound	C00062
eco00970	compound	C00064
eco00970	compound	C00065
eco00970	compound	C00073
eco00970	compound	C00078
eco00970	compound	C00079
eco00970	compound	C00082
eco00970	compound	C00097
eco00970	compound	C00101
eco00970	compound	C00123
eco00970	compound	C00135
eco00970	compound	C00148
eco00970	compound	C00152
eco00970	compound	C00183
eco00970	compound	C00188
eco00970	compound	C00234
eco00970	compound	C00407
eco00970	compound	C00886
eco00970	compound	C01005
eco00970	compound	C01931
eco00970	compound	C02047
eco00970	compound	C02163
eco00970	compound	C02282
eco00970	compound	C02412
eco00970	compound	C02430
eco00970	compound	C02553
eco00970	compound	C02554
eco00970	compound	C02702
eco00970	compound	C02839
eco00970	compound	C02984
eco00970	compound	C02987
eco00970	compound	C02988
eco00970	compound	C02992
eco00970	compound	C03125
eco00970	compound	C03127
eco00970	compound	C03294
eco00970	compound	C03402
eco00970	compound	C03511
eco00970	compound	C03512
eco00970	compound	C06112
eco00970	compound	C06113
eco00970	compound	C06481
eco00970	compound	C06482
eco00970	compound	C16138
eco00970	compound	C16638
eco00970	compound	C17022
eco00970	compound	C17027
eco04122	compound	C00019
eco04122	compound	C00041
eco04122	compound	C00044
eco04122	compound	C00097
eco04122	compound	C00378
eco04122	compound	C00868
eco04122	compound	C00979
eco04122	compound	C05924
eco04122	compound	C17322
eco04122	compound	C18237
eco04122	compound	C18239
eco02010	compound	C00009
eco02010	compound	C00025
eco02010	compound	C00031
eco02010	compound	C00032
eco02010	compound	C00034
eco02010	compound	C00037
eco02010	compound	C00038
eco02010	compound	C00041
eco02010	compound	C00047
eco02010	compound	C00049
eco02010	compound	C00051
eco02010	compound	C00059
eco02010	compound	C00062
eco02010	compound	C00064
eco02010	compound	C00065
eco02010	compound	C00070
eco02010	compound	C00077
eco02010	compound	C00079
eco02010	compound	C00086
eco02010	compound	C00088
eco02010	compound	C00089
eco02010	compound	C00093
eco02010	compound	C00095
eco02010	compound	C00098
eco02010	compound	C00107
eco02010	compound	C00114
eco02010	compound	C00116
eco02010	compound	C00120
eco02010	compound	C00121
eco02010	compound	C00123
eco02010	compound	C00134
eco02010	compound	C00135
eco02010	compound	C00137
eco02010	compound	C00140
eco02010	compound	C00148
eco02010	compound	C00151
eco02010	compound	C00159
eco02010	compound	C00175
eco02010	compound	C00181
eco02010	compound	C00183
eco02010	compound	C00185
eco02010	compound	C00188
eco02010	compound	C00208
eco02010	compound	C00212
eco02010	compound	C00243
eco02010	compound	C00244
eco02010	compound	C00245
eco02010	compound	C00255
eco02010	compound	C00259
eco02010	compound	C00288
eco02010	compound	C00291
eco02010	compound	C00294
eco02010	compound	C00299
eco02010	compound	C00315
eco02010	compound	C00320
eco02010	compound	C00330
eco02010	compound	C00333
eco02010	compound	C00338
eco02010	compound	C00378
eco02010	compound	C00379
eco02010	compound	C00387
eco02010	compound	C00392
eco02010	compound	C00407
eco02010	compound	C00430
eco02010	compound	C00470
eco02010	compound	C00475
eco02010	compound	C00487
eco02010	compound	C00491
eco02010	compound	C00492
eco02010	compound	C00503
eco02010	compound	C00526
eco02010	compound	C00559
eco02010	compound	C00719
eco02010	compound	C00794
eco02010	compound	C00855
eco02010	compound	C00865
eco02010	compound	C00881
eco02010	compound	C00919
eco02010	compound	C00973
eco02010	compound	C01083
eco02010	compound	C01153
eco02010	compound	C01157
eco02010	compound	C01177
eco02010	compound	C01181
eco02010	compound	C01279
eco02010	compound	C01330
eco02010	compound	C01417
eco02010	compound	C01487
eco02010	compound	C01606
eco02010	compound	C01630
eco02010	compound	C01667
eco02010	compound	C01674
eco02010	compound	C01682
eco02010	compound	C01684
eco02010	compound	C01762
eco02010	compound	C01834
eco02010	compound	C01835
eco02010	compound	C01935
eco02010	compound	C01946
eco02010	compound	C02160
eco02010	compound	C02273
eco02010	compound	C03557
eco02010	compound	C03611
eco02010	compound	C03619
eco02010	compound	C04114
eco02010	compound	C04137
eco02010	compound	C05349
eco02010	compound	C05402
eco02010	compound	C05512
eco02010	compound	C05776
eco02010	compound	C06227
