ec_id	reaction_id
ec:5.4.2.11	R01518
ec:5.4.2.11	R01516
ec:5.4.2.12	R01518
ec:5.4.2.2	R01057
ec:5.4.2.2	R03319
ec:5.4.2.2	R00959
ec:5.4.2.2	R08639
ec:5.4.2.6	R11310
ec:5.4.2.6	R02728
ec:5.4.2.7	R02749
ec:5.4.2.7	R01057
ec:5.4.2.8	R01818
ec:5.4.3.8	R02272
ec:5.4.4.2	R01717
ec:5.4.99.12	R03020
ec:5.4.99.18	R07405
ec:5.4.99.2	R00833
ec:5.4.99.5	R01715
ec:5.4.99.62	R08247
ec:5.4.99.9	R09009
ec:5.4.99.9	R00505
ec:6.1.1.1	R02918
ec:6.1.1.10	R04773
ec:6.1.1.10	R03659
ec:6.1.1.11	R08218
ec:6.1.1.11	R03662
ec:6.1.1.12	R05577
ec:6.1.1.14	R03654
ec:6.1.1.15	R03661
ec:6.1.1.16	R03650
ec:6.1.1.17	R05578
ec:6.1.1.18	R03652
ec:6.1.1.19	R03646
ec:6.1.1.2	R03664
ec:6.1.1.20	R03660
ec:6.1.1.21	R03655
ec:6.1.1.22	R03648
ec:6.1.1.3	R03663
ec:6.1.1.4	R03657
ec:6.1.1.5	R03656
ec:6.1.1.6	R03658
ec:6.1.1.7	R03038
ec:6.1.1.9	R03665
ec:6.2.1.1	R00236
ec:6.2.1.1	R00316
ec:6.2.1.1	R00925
ec:6.2.1.1	R00926
ec:6.2.1.1	R01354
ec:6.2.1.1	R00235
ec:6.2.1.17	R00926
ec:6.2.1.17	R01354
ec:6.2.1.17	R00925
ec:6.2.1.20	R01406
ec:6.2.1.22	R04449
ec:6.2.1.26	R04030
ec:6.2.1.3	R00390
ec:6.2.1.3	R01280
ec:6.2.1.30	R02539
ec:6.2.1.48	R11632
ec:6.2.1.5	R02404
ec:6.2.1.5	R00405
ec:6.2.1.71	R12777
ec:6.2.1.71	R01504
ec:6.2.1.71	R12776
ec:6.2.1.72	R12780
ec:6.2.1.72	R12781
ec:6.2.1.72	R12779
ec:6.3.1.1	R00483
ec:6.3.1.11	R07414
ec:6.3.1.2	R00253
ec:6.3.1.20	R12429
ec:6.3.1.20	R11143
ec:6.3.1.20	R12433
ec:6.3.1.20	R12449
ec:6.3.1.20	R07770
ec:6.3.1.20	R07771
ec:6.3.1.21	R06974
ec:6.3.1.5	R00189
ec:6.3.1.8	R01917
ec:6.3.2.1	R02473
ec:6.3.2.10	R04617
ec:6.3.2.10	R04573
ec:6.3.2.12	R01654
ec:6.3.2.12	R02237
ec:6.3.2.13	R02788
ec:6.3.2.14	R07644
ec:6.3.2.17	R01654
ec:6.3.2.17	R02237
ec:6.3.2.17	R05197
ec:6.3.2.17	R00942
ec:6.3.2.17	R04241
ec:6.3.2.2	R10993
ec:6.3.2.2	R00894
ec:6.3.2.3	R10994
ec:6.3.2.3	R00497
ec:6.3.2.4	R01150
ec:6.3.2.45	R10901
ec:6.3.2.5	R04231
ec:6.3.2.6	R04591
ec:6.3.2.8	R03193
ec:6.3.2.9	R02783
ec:6.3.3.1	R04208
ec:6.3.3.2	R02301
ec:6.3.3.3	R12933
ec:6.3.3.3	R12934
ec:6.3.3.3	R03182
ec:6.3.4.13	R04144
ec:6.3.4.14	R04385
ec:6.3.4.15	R01074
ec:6.3.4.15	R05145
ec:6.3.4.15	R04562
ec:6.3.4.18	R07404
ec:6.3.4.19	R09597
ec:6.3.4.2	R00573
ec:6.3.4.2	R00256
ec:6.3.4.2	R00571
ec:6.3.4.20	R09978
ec:6.3.4.21	R01724
ec:6.3.4.4	R01135
ec:6.3.4.5	R01954
ec:6.3.5.2	R08244
ec:6.3.5.2	R01231
ec:6.3.5.2	R00256
ec:6.3.5.2	R01230
ec:6.3.5.3	R04463
ec:6.3.5.4	R00578
ec:6.3.5.4	R00256
ec:6.3.5.4	R00483
ec:6.3.5.5	R07641
ec:6.3.5.5	R00575
ec:6.3.5.5	R00256
ec:6.3.5.5	R10948
ec:6.3.5.5	R10949
ec:6.3.5.5	R01395
ec:6.4.1.2	R00742
ec:6.5.1.2	R00382
ec:6.5.1.4	R04274
ec:7.1.1.1	R13176
ec:7.1.1.2	R11945
ec:7.1.1.3	R11335
ec:7.1.1.3	R13247
ec:7.1.1.7	R11325
ec:7.1.1.7	R11885
ec:7.1.1.7	R11886
ec:7.1.2.2	R00086
