entity_id,entity_type,name,aliases,default_state,allowed_states,annotation,pathways,subcellular_location,source_database,source_id,external_ids,is_external,is_exogenous,family_key,display_name,merged_from,complex_type,is_virtual,components,critical_components,assembly_condition,notes
molecule.ecocyc.Secondary-Amino-Compounds,small_molecule,a secondary amino compound,,low,absent|low|medium|high,Secondary amino compounds are compounds formally derived from ammonia by replacing two hydrogen atoms by organyl groups.,,,EcoCyc,Secondary-Amino-Compounds,EcoCyc:Secondary-Amino-Compounds|CHEBI:50995,false,true,sm:chebi:50995,a secondary amino compound,molecule.ecocyc.Secondary-Amino-Compounds,,,,,,
molecule.ecocyc.Oligonucleotides,small_molecule,a double-stranded oligonucleotide,an oligonucleotide(n-1)|an oligonucleotide(n+1)|an oligonucleotide(n)|a ds oligonucleotide,low,absent|low|medium|high,An oligonucleotide is a short nucleic acid polymer with 50 or fewer bases. Oligonucleotides can be either single- or double-stranded.,,,EcoCyc,Oligonucleotides,EcoCyc:Oligonucleotides|CHEBI:7754|METANETX:MNXM95484|LIGAND-CPD:C00929,false,true,sm:chebi:7754,a double-stranded oligonucleotide,molecule.ecocyc.Oligonucleotides,,,,,,
molecule.ecocyc.Phosphorus-oxoacids-And-Derivatives,small_molecule,a phosphorus oxoacid and derivatives,,low,absent|low|medium|high,EcoCyc compound Phosphorus-oxoacids-And-Derivatives,,,EcoCyc,Phosphorus-oxoacids-And-Derivatives,EcoCyc:Phosphorus-oxoacids-And-Derivatives|CHEBI:36360,false,true,sm:chebi:36360,a phosphorus oxoacid and derivatives,molecule.ecocyc.Phosphorus-oxoacids-And-Derivatives,,,,,,
molecule.ecocyc.N-Glycosyl-Compounds,small_molecule,an N-glycosyl compound,,low,absent|low|medium|high,"N-glycosyl compounds are glycosyl compounds arising formally from the elimination of water from a glycosidic hydroxy group and an H atom bound to a nitrogen atom, thus creating a C-N bond.",,,EcoCyc,N-Glycosyl-Compounds,EcoCyc:N-Glycosyl-Compounds|CHEBI:21731,false,true,sm:chebi:21731,an N-glycosyl compound,molecule.ecocyc.N-Glycosyl-Compounds,,,,,,
molecule.ecocyc.Ketoaldehydes,small_molecule,a ketoaldehyde,,low,absent|low|medium|high,A ketoaldehyde is a compound that has both an aldehydic group and ketonic group.,,,EcoCyc,Ketoaldehydes,EcoCyc:Ketoaldehydes|LIGAND-CPD:C01928|CHEBI:24960,false,true,sm:chebi:24960,a ketoaldehyde,molecule.ecocyc.Ketoaldehydes,,,,,,
molecule.ecocyc.Non-standard-amino-acids,small_molecule,a non-proteinogenic α-amino acid,a non-standard α amino acid,low,absent|low|medium|high,"This compound class stands for α amino acids other than the 20 standard protein building amino acids. An α amino acid is defined as any molecule that contains both amine and carboxyl functional groups, attached to the same carbon atom.",,,EcoCyc,Non-standard-amino-acids,EcoCyc:Non-standard-amino-acids|CHEBI:83925,false,true,sm:chebi:83925,a non-proteinogenic α-amino acid,molecule.ecocyc.Non-standard-amino-acids,,,,,,
molecule.ecocyc.Aliphatic-Alpha-Omega-Diamines,small_molecule,"an aliphatic α,ω-diamine","aliphatic α,ω-diamine|an α,ω-diamine|α,ω-diamine",low,absent|low|medium|high,"This compound class stands for generic and unspecified α,ω-diamines.",,,EcoCyc,Aliphatic-Alpha-Omega-Diamines,EcoCyc:Aliphatic-Alpha-Omega-Diamines|SEED:cpd22325|METANETX:MNXM10622|LIGAND-CPD:C03687|CHEBI:35411,false,true,sm:chebi:35411,"an aliphatic α,ω-diamine",molecule.ecocyc.Aliphatic-Alpha-Omega-Diamines,,,,,,
molecule.ecocyc.Organonitrogen-Compounds,small_molecule,an organonitrogen compound,,low,absent|low|medium|high,This class stands for any heteroorganic entity containing at least one carbon-nitrogen bond.,,,EcoCyc,Organonitrogen-Compounds,EcoCyc:Organonitrogen-Compounds|CHEBI:35352,false,true,sm:chebi:35352,an organonitrogen compound,molecule.ecocyc.Organonitrogen-Compounds,,,,,,
molecule.ecocyc.Phosphoric-Acid-Derivatives,small_molecule,a phosphoric acid derivative,,low,absent|low|medium|high,EcoCyc compound Phosphoric-Acid-Derivatives,,,EcoCyc,Phosphoric-Acid-Derivatives,EcoCyc:Phosphoric-Acid-Derivatives|CHEBI:26079,false,true,sm:chebi:26079,a phosphoric acid derivative,molecule.ecocyc.Phosphoric-Acid-Derivatives,,,,,,
molecule.ecocyc.O-Short-Chain-Acyl-L-Carnitines,small_molecule,an O-short-chain-acyl-L-carnitine,,low,absent|low|medium|high,This class contains CARNITINE molecules esterified at the C3 hydroxyl to short-chain fatty acyl groups .,,,EcoCyc,O-Short-Chain-Acyl-L-Carnitines,EcoCyc:O-Short-Chain-Acyl-L-Carnitines,false,true,sm:name:an o short chain acyl l carnitine,an O-short-chain-acyl-L-carnitine,molecule.ecocyc.O-Short-Chain-Acyl-L-Carnitines,,,,,,
molecule.ecocyc.Oxacycles,small_molecule,an oxacycle,,low,absent|low|medium|high,An oxacycle is an organic heterocyclic compound containing at least one ring oxygen atom.,,,EcoCyc,Oxacycles,EcoCyc:Oxacycles|CHEBI:38104,false,true,sm:chebi:38104,an oxacycle,molecule.ecocyc.Oxacycles,,,,,,
molecule.ecocyc.Aliphatic-Amides,small_molecule,an aliphatic amide,,low,absent|low|medium|high,EcoCyc compound Aliphatic-Amides,,,EcoCyc,Aliphatic-Amides,EcoCyc:Aliphatic-Amides|LIGAND-CPD:C02244,false,true,sm:name:an aliphatic amide,an aliphatic amide,molecule.ecocyc.Aliphatic-Amides,,,,,,
molecule.ecocyc.Polynucleotide-Holder,small_molecule,a generic polynucleotide substrate,,low,absent|low|medium|high,"This class stands for general polynucleotide substrates, to be used in general reactions such as polynucleotide modification. It is not the same as the super class Polynucleotides, which includes all polynucleotides in the database.",,,EcoCyc,Polynucleotide-Holder,EcoCyc:Polynucleotide-Holder|SEED:cpd27898|METANETX:MNXM95609,false,true,sm:name:a generic polynucleotide substrate,a generic polynucleotide substrate,molecule.ecocyc.Polynucleotide-Holder,,,,,,
molecule.ecocyc.O-Long-Chain-Acyl-L-Carnitines,small_molecule,an O-(long-chain-acyl)-L-carnitine,,low,absent|low|medium|high,This class contains CARNITINE molecules esterified at the C3 hydroxyl to long chain fatty acyl groups .,,,EcoCyc,O-Long-Chain-Acyl-L-Carnitines,EcoCyc:O-Long-Chain-Acyl-L-Carnitines,false,true,sm:name:an o long chain acyl l carnitine,an O-(long-chain-acyl)-L-carnitine,molecule.ecocyc.O-Long-Chain-Acyl-L-Carnitines,,,,,,
molecule.ecocyc.N-Hydroxy-Arylamines,small_molecule,an N-hydroxy-arylamine,an N-hydroxyarylamine|N-hydroxyarylamine,low,absent|low|medium|high,This compound class stands for generic and unspecified N-hydroxy-arylamines.,,,EcoCyc,N-Hydroxy-Arylamines,EcoCyc:N-Hydroxy-Arylamines|SEED:cpd27597|METANETX:MNXM12396|LIGAND-CPD:C16685,false,true,sm:name:an n hydroxy arylamine,an N-hydroxy-arylamine,molecule.ecocyc.N-Hydroxy-Arylamines,,,,,,
molecule.ecocyc.Nucleosides,small_molecule,a nucleoside,nucleoside,low,absent|low|medium|high,"Nucleosides are glycosylamines consisting of Bases bound to a CPD0-1110 ribose or 2-DEOXYRIBOSE sugar via a β-glycosidic linkage. The nucleosides are called Ribonucleosides ribonucleosides when the sugar is CPD0-1110 ribose, and Deoxy-Ribonucleosides deoxyribonucleosides when it is 2-DEOXYRIBOSE. Common Ribonucleosides ribonucleosides include CYTIDINE, URIDINE, ADENOSINE, GUANOSINE and INOSINE. Examples of Deoxy-Ribonucleosides deoxyribonucleosides include THYMIDINE and DEOXYADENOSINE. When nucleosides are phosphorylated on the sugar's primary alcohol group, the resulting phosphonucleosides are called Nucleotides nucleotides.",,,EcoCyc,Nucleosides,EcoCyc:Nucleosides|LIGAND-CPD:C00801|CHEBI:33838,false,true,sm:chebi:33838,a nucleoside,molecule.ecocyc.Nucleosides,,,,,,
molecule.ecocyc.C-nitroso-compounds,small_molecule,a C-nitroso compound,,low,absent|low|medium|high,This class contains compounds that have a nitroso group (R-N=O) where the nitrogen is attached to a carbon atom.,,,EcoCyc,C-nitroso-compounds,EcoCyc:C-nitroso-compounds,false,true,sm:name:a c nitroso compound,a C-nitroso compound,molecule.ecocyc.C-nitroso-compounds,,,,,,
molecule.ecocyc.Dinucleotide-Nucleic-Acid,small_molecule,a dinucleotide (nucleic acid),,low,absent|low|medium|high,"This generic class describes molecules composed of two nucleotides that participate in nucleic acids. For a class that describes dinucletoide-type electron carriers, such as NAD and NADP, please see Dinucleotide-Electron-Carriers.",,,EcoCyc,Dinucleotide-Nucleic-Acid,EcoCyc:Dinucleotide-Nucleic-Acid|SEED:cpd26971|METANETX:MNXM97433,false,true,sm:name:a dinucleotide nucleic acid,a dinucleotide (nucleic acid),molecule.ecocyc.Dinucleotide-Nucleic-Acid,,,,,,
molecule.ecocyc.D-Aldoses,small_molecule,a D-aldose,,low,absent|low|medium|high,An aldose is a monosaccharide containing one aldehyde group per molecule and having a chemical formula of the form CnH2n-1On where n>=3. R in this structure drawing stands for CnH2nOn where n>=2.,,,EcoCyc,D-Aldoses,EcoCyc:D-Aldoses|METANETX:MNXM48382|LIGAND-CPD:C00737|CHEBI:16362,false,true,sm:chebi:16362,a D-aldose,molecule.ecocyc.D-Aldoses,,,,,,
molecule.ecocyc.2-Oxo-Acids,small_molecule,a 2-oxo acid,a keto acid|a α keto acid|2-oxo acid,low,absent|low|medium|high,This compound class stands for generic and unspecified 2-oxo acids.,,,EcoCyc,2-Oxo-Acids,EcoCyc:2-Oxo-Acids,false,true,sm:name:a 2 oxo acid,a 2-oxo acid,molecule.ecocyc.2-Oxo-Acids,,,,,,
molecule.ecocyc.Organic-heterocyclic-compound,small_molecule,an organic heterocyclic compound,,low,absent|low|medium|high,EcoCyc compound Organic-heterocyclic-compound,,,EcoCyc,Organic-heterocyclic-compound,EcoCyc:Organic-heterocyclic-compound|CHEBI:24532,false,true,sm:chebi:24532,an organic heterocyclic compound,molecule.ecocyc.Organic-heterocyclic-compound,,,,,,
molecule.ecocyc.EGF-Domain-Protein-L-Ser-Thr,small_molecule,a [protein with EGF-like domain]-(L-serine/L-threonine),a [protein with EGF-like domain]-Ser/Thr,low,absent|low|medium|high,"This generic class describes either an SER or THR within a protein that contains an EGF-like domain. In the case of SER, R = H, in the case of THR, R = CH3.",,,EcoCyc,EGF-Domain-Protein-L-Ser-Thr,EcoCyc:EGF-Domain-Protein-L-Ser-Thr,false,true,sm:name:a protein with egf like domain l serine l threonine,a [protein with EGF-like domain]-(L-serine/L-threonine),molecule.ecocyc.EGF-Domain-Protein-L-Ser-Thr,,,,,,
molecule.ecocyc.ADP-D-Ribosyl-Acceptors,small_molecule,an ADP-D-ribosyl acceptor,,low,absent|low|medium|high,EcoCyc compound ADP-D-Ribosyl-Acceptors,,,EcoCyc,ADP-D-Ribosyl-Acceptors,EcoCyc:ADP-D-Ribosyl-Acceptors|REACTOME-CPD:8938276|METANETX:MNXM15750|LIGAND-CPD:C03245,false,true,sm:name:an adp d ribosyl acceptor,an ADP-D-ribosyl acceptor,molecule.ecocyc.ADP-D-Ribosyl-Acceptors,,,,,,
molecule.ecocyc.Porphyrins,small_molecule,a porphyrin,,low,absent|low|medium|high,"The porphyrins are a class of heterocyclic macrocycles derived from CPD-26422, a molecule that consists of four Pyrroles pyrrole rings joined together by four methine (=CH-) groups to form a larger macrocycle ring. Many porphyrins occur in nature, and fulfil important biochemical roles. Porphyrins can bind metals to form complexes. The metal ion, usually with a charge of 2+ or 3+, resides in the central cavity formed by the loss of two protons. Many metals are found within different derivatives, including Fe, Mg, Ni, Co and Zn. The name porphyrin comes from a Greek word for purple, since most porphyrins are red to purple in color. More reduced porphyrins, such as Corphins corphins, are yellowish.",,,EcoCyc,Porphyrins,EcoCyc:Porphyrins,false,true,sm:name:a porphyrin,a porphyrin,molecule.ecocyc.Porphyrins,,,,,,(C 20)
molecule.ecocyc.Lysophosphatidates,small_molecule,a lysophosphatidate,,low,absent|low|medium|high,"A lysophosphatidate is a generic term that covers a GLYCEROL-3P with a single acyl group attached, either at the 1 or 2 position.",,,EcoCyc,Lysophosphatidates,EcoCyc:Lysophosphatidates,false,true,sm:name:a lysophosphatidate,a lysophosphatidate,molecule.ecocyc.Lysophosphatidates,,,,,,
molecule.ecocyc.Organic-Cyclic-Compounds,small_molecule,an organic cyclic compound,,low,absent|low|medium|high,EcoCyc compound Organic-Cyclic-Compounds,,,EcoCyc,Organic-Cyclic-Compounds,EcoCyc:Organic-Cyclic-Compounds|CHEBI:33832,false,true,sm:chebi:33832,an organic cyclic compound,molecule.ecocyc.Organic-Cyclic-Compounds,,,,,,
molecule.ecocyc.Compounds-With-SNFG-Structures,small_molecule,an entity with an SNFG structure,,low,absent|low|medium|high,"This class holds compounds that may possess an SNFG structure. Symbol Nomenclature for Glycans (SNFG) is a system for symbolic representation of glycans. The system assigns unique graphical symbols for monosaccharides, and provides a much simpler representation for complex glycans, depicting both the monosaccharide building blocks and their linkages within the glycan structure. The system is widely accepted in the literature and adopted by many major journals. Updated information about the SNFG system is available here.",,,EcoCyc,Compounds-With-SNFG-Structures,EcoCyc:Compounds-With-SNFG-Structures,false,true,sm:name:an entity with an snfg structure,an entity with an SNFG structure,molecule.ecocyc.Compounds-With-SNFG-Structures,,,,,,
molecule.ecocyc.Furans,small_molecule,a furan,,low,absent|low|medium|high,"This class stands for any compound that contains at least one CPD-15491 ring. Furan is a five-membered aromatic ring with four carbon atoms and one oxygen, containing two double bonds.",,,EcoCyc,Furans,EcoCyc:Furans|CHEBI:24129,false,true,sm:chebi:24129,a furan,molecule.ecocyc.Furans,,,,,,
molecule.ecocyc.Glycosyl-Esters,small_molecule,a glycosyl ester,,low,absent|low|medium|high,EcoCyc compound Glycosyl-Esters,,,EcoCyc,Glycosyl-Esters,EcoCyc:Glycosyl-Esters,false,true,sm:name:a glycosyl ester,a glycosyl ester,molecule.ecocyc.Glycosyl-Esters,,,,,,
molecule.ecocyc.CpG-Sites,small_molecule,a CpG site,,low,absent|low|medium|high,"The CpG sites or CG sites are regions of DNA where a cytosine nucleotide occurs 5' to a guanine nucleotide. ""CpG"" is shorthand for ""-C-phosphate-G-"", that is, cytosine and guanine separated by a single phosphate group. The ""CpG"" notation is used to distinguish this linear sequence from the CG base-pairing of cytosine and guanine. Cytosines in CpG dinucleotides are often methylated to form 5-methylcytosine. In mammals, 70% to 80% of CpG cytosines are methylated .",,,EcoCyc,CpG-Sites,EcoCyc:CpG-Sites|METANETX:MNXM148783,false,true,sm:name:a cpg site,a CpG site,molecule.ecocyc.CpG-Sites,,,,,,
molecule.ecocyc.Straight-Chain-234-Sat-FA,small_molecule,"a straight chain 2,3,4-saturated fatty acid",,low,absent|low|medium|high,"This class holds 2,3,4-saturated fatty acids that are unbranched.",,,EcoCyc,Straight-Chain-234-Sat-FA,EcoCyc:Straight-Chain-234-Sat-FA,false,true,sm:name:a straight chain 2 3 4 saturated fatty acid,"a straight chain 2,3,4-saturated fatty acid",molecule.ecocyc.Straight-Chain-234-Sat-FA,,,,,,
molecule.ecocyc.Nucleotide-Conjugates,small_molecule,a nucleotide conjugate,,low,absent|low|medium|high,EcoCyc compound Nucleotide-Conjugates,,,EcoCyc,Nucleotide-Conjugates,EcoCyc:Nucleotide-Conjugates|CHEBI:47784,false,true,sm:chebi:47784,a nucleotide conjugate,molecule.ecocyc.Nucleotide-Conjugates,,,,,,
molecule.ecocyc.Unsaturated-carbonyl-compounds,small_molecule,"an α,β-unsaturated carbonyl compound",,low,absent|low|medium|high,"α,β-Unsaturated carbonyl compounds are an important class of carbonyl compounds in which the carbonyl group is conjugated with an alkene. They have the general structure (O=CR)-Cα=Cβ-R. Unlike simple carbonyls, α,β-unsaturated carbonyl compounds are often attacked by nucleophiles at the β carbon. Many of these compounds are toxic, mutagenic and carcinogenic.",,,EcoCyc,Unsaturated-carbonyl-compounds,EcoCyc:Unsaturated-carbonyl-compounds|METANETX:MNXM148898,false,true,sm:name:an unsaturated carbonyl compound,"an α,β-unsaturated carbonyl compound",molecule.ecocyc.Unsaturated-carbonyl-compounds,,,,,,
molecule.ecocyc.Glycoconjugates,small_molecule,a glycoconjugate,,low,absent|low|medium|high,"Glycoconjugate is the general term used for carbohydrates that are covalently linked with other chemical species such as proteins, peptides, lipids and saccharides. Examples for glycoconjugates include Glycoconjugates glycoproteins, glycopeptides, Peptidoglycans peptidoglycans, Glycolipids glycolipids, Glycosides glycosides and Lipopolysaccharides lipopolysaccharides. Glycoconjugates are often involved in cell-cell interactions, cell-cell recognition, cell-matrix interactions, and detoxification processes.",,,EcoCyc,Glycoconjugates,EcoCyc:Glycoconjugates,false,true,sm:name:a glycoconjugate,a glycoconjugate,molecule.ecocyc.Glycoconjugates,,,,,,
molecule.ecocyc.1-4-beta-D-Glucan,small_molecule,"a 1,4-β-D-glucan","(1,4-β-D-glucosyl)(n)|(1,4-β-D-glucosyl)(n+1)|(1,4-β-D-glucosyl)(n-1)",low,absent|low|medium|high,"This compound class stands for 1,4-β-D-glucosyl polymers.",,,EcoCyc,1-4-beta-D-Glucan,EcoCyc:1-4-beta-D-Glucan|CHEBI:18246|CAS:9004-34-6,false,true,sm:chebi:18246,"a 1,4-β-D-glucan",molecule.ecocyc.1-4-beta-D-Glucan,,,,,,
molecule.ecocyc.Nucleoside-Diphosphocholines,small_molecule,a nucleoside diphosphocholine,,low,absent|low|medium|high,EcoCyc compound Nucleoside-Diphosphocholines,,,EcoCyc,Nucleoside-Diphosphocholines,EcoCyc:Nucleoside-Diphosphocholines|METANETX:MNXM148815,false,true,sm:name:a nucleoside diphosphocholine,a nucleoside diphosphocholine,molecule.ecocyc.Nucleoside-Diphosphocholines,,,,,,
molecule.ecocyc.Protein-Amino-Acids,small_molecule,a [protein]-amino acid,protein amino acid|a peptidyl amino acid|an amino acid within a protein,low,absent|low|medium|high,This class represents amino acids that are incorporated within a protein. (It does not represent the free form of the 20 amino acids that are naturally incorporated within proteins).,,,EcoCyc,Protein-Amino-Acids,EcoCyc:Protein-Amino-Acids,false,true,sm:name:a protein amino acid,a [protein]-amino acid,molecule.ecocyc.Protein-Amino-Acids,,,,,,
molecule.ecocyc.Ketohexoses,small_molecule,a ketohexose,,low,absent|low|medium|high,This class includes any hexose that contains a single ketone group.,,,EcoCyc,Ketohexoses,EcoCyc:Ketohexoses|CHEBI:24973,false,true,sm:chebi:24973,a ketohexose,molecule.ecocyc.Ketohexoses,,,,,,(C 6)
molecule.ecocyc.D-Amino-Acid-Adenylates,small_molecule,an adenylated D-amino acid,a D-amino acid adenylate,low,absent|low|medium|high,This class contains D-amino acids that have been activated by AMP.,,,EcoCyc,D-Amino-Acid-Adenylates,EcoCyc:D-Amino-Acid-Adenylates,false,true,sm:name:an adenylated d amino acid,an adenylated D-amino acid,molecule.ecocyc.D-Amino-Acid-Adenylates,,,,,,
molecule.ecocyc.Dinucleotide-Electron-Carriers,small_molecule,a dinucleotide electron carrier,,low,absent|low|medium|high,"This class is specific for the dinucletoide-type electron carriers, such as NAD and NADP. For a class that represent two nucleotides that participate in nucleic acids, please see Dinucleotide-Nucleic-Acid.",,,EcoCyc,Dinucleotide-Electron-Carriers,EcoCyc:Dinucleotide-Electron-Carriers,false,true,sm:name:a dinucleotide electron carrier,a dinucleotide electron carrier,molecule.ecocyc.Dinucleotide-Electron-Carriers,,,,,,
molecule.ecocyc.Sugar-Phosphate,small_molecule,a sugar phosphate,a phospho sugar,low,absent|low|medium|high,This compound class stands for generic and unspecified sugar phosphates.,,,EcoCyc,Sugar-Phosphate,EcoCyc:Sugar-Phosphate|METANETX:MNXM92665|CHEBI:33447|LIGAND-CPD:C00934,false,true,sm:chebi:33447,a sugar phosphate,molecule.ecocyc.Sugar-Phosphate,,,,,,
molecule.ecocyc.All-Amines,small_molecule,an amine,,low,absent|low|medium|high,"Amines are derivatives of AMMONIA, with one or more of the hydrogen atoms replaced by organic substituents such as alkyl and aryl groups. When only one of the three hydrogen atoms in ammonia is replaced by an alkyl group, the compound is called Primary-Amines. When two, three, or four of the hydtogen atoms are replaced, the compound is called Secondary-Amines, Tertiary-Amines, or Quaternary-Amines, respectively.",,,EcoCyc,All-Amines,EcoCyc:All-Amines|METANETX:MNXM42009|LIGAND-CPD:C00706|CHEBI:32952,false,true,sm:chebi:32952,an amine,molecule.ecocyc.All-Amines,,,,,,
molecule.ecocyc.All-Nucleosides,small_molecule,a nucleic acid component,,low,absent|low|medium|high,"This class includes several classes of compounds that form components of nucleic acids, and serves as a way of grouping those classes together. It does not strictly speaking define a structurally defined set of compounds.",,,EcoCyc,All-Nucleosides,EcoCyc:All-Nucleosides,false,true,sm:name:a nucleic acid component,a nucleic acid component,molecule.ecocyc.All-Nucleosides,,,,,,
molecule.ecocyc.Organic-Amino-Compounds,small_molecule,an organic amino compound,,low,absent|low|medium|high,"This class stands for compounds formally derived from ammonia by replacing one, two or three hydrogen atoms by organyl groups.",,,EcoCyc,Organic-Amino-Compounds,EcoCyc:Organic-Amino-Compounds|CHEBI:50047,false,true,sm:chebi:50047,an organic amino compound,molecule.ecocyc.Organic-Amino-Compounds,,,,,,
molecule.ecocyc.Positively-charged-polar-amino-acids,small_molecule,a positively-charged polar amino acid,,low,absent|low|medium|high,This class stands for all of the positively-charged polar amino acids. It contains both α and non-α amino acids.,,,EcoCyc,Positively-charged-polar-amino-acids,EcoCyc:Positively-charged-polar-amino-acids,false,true,sm:name:a positively charged polar amino acid,a positively-charged polar amino acid,molecule.ecocyc.Positively-charged-polar-amino-acids,,,,,,
molecule.ecocyc.Adenylates,small_molecule,an adenylate,,low,absent|low|medium|high,"This class holds compounds that have been activated by conjugation to AMP ""adenosine 5'-monophosphoate"" (AMP).",,,EcoCyc,Adenylates,EcoCyc:Adenylates,false,true,sm:name:an adenylate,an adenylate,molecule.ecocyc.Adenylates,,,,,,
molecule.ecocyc.Ceramides,small_molecule,a ceramide,an N-acylsphingosine|a sphingosine-containing ceramide,low,absent|low|medium|high,"A ceramide is a lipid molecule that is composed of Sphingoids and Fatty-Acids. Ceramides are found in high concentrations within the cell membrane and are one of the component lipids that make up Sphingomyelins sphingomyelin, one of the major lipids in the lipid bilayer.",,,EcoCyc,Ceramides,EcoCyc:Ceramides|SEED:cpd00167|METANETX:MNXM96425|CHEBI:17761,false,true,sm:chebi:17761,a ceramide,molecule.ecocyc.Ceramides,,,,,,
molecule.ecocyc.Organic-heterobicyclic-compounds,small_molecule,an organic heterobicyclic compound,,low,absent|low|medium|high,EcoCyc compound Organic-heterobicyclic-compounds,,,EcoCyc,Organic-heterobicyclic-compounds,EcoCyc:Organic-heterobicyclic-compounds|CHEBI:27171,false,true,sm:chebi:27171,an organic heterobicyclic compound,molecule.ecocyc.Organic-heterobicyclic-compounds,,,,,,
molecule.ecocyc.Beta-D-Galactosides,small_molecule,a β-D-galactoside,β-D-galactoside,low,absent|low|medium|high,This compound class stands for generic and unspecified β-D-galactosides.,,,EcoCyc,Beta-D-Galactosides,EcoCyc:Beta-D-Galactosides|SEED:cpd11706|METANETX:MNXM90688|CHEBI:28034|LIGAND-CPD:C00602,false,true,sm:chebi:28034,a β-D-galactoside,molecule.ecocyc.Beta-D-Galactosides,,,,,,
molecule.ecocyc.mRNA-Holder,small_molecule,an mRNA,,low,absent|low|medium|high,"This class stands for general mRNA substrates, to be used in general reactions such as mRNA modification. It is not the same as the super class mRNAs mRNAs, which includes all mRNAs in the database.",,,EcoCyc,mRNA-Holder,EcoCyc:mRNA-Holder,false,true,sm:name:an mrna,an mRNA,molecule.ecocyc.mRNA-Holder,,,,,,
molecule.ecocyc.Bacterial-Endotoxins,small_molecule,a bacterial endotoxin,bacterial endotoxin,low,absent|low|medium|high,"This compound class stands for generic and unspecified bacterial endotoxins. These are components from the outer membrane and cell wall of bacteria, which are toxic to humans and can cause sepsis. The Gram negative bacteria produce lipopolysaccharides, whereas the Gram positive bacteria produce the less active lipoteichoic acids and muramyl peptides.",,,EcoCyc,Bacterial-Endotoxins,EcoCyc:Bacterial-Endotoxins,false,true,sm:name:a bacterial endotoxin,a bacterial endotoxin,molecule.ecocyc.Bacterial-Endotoxins,,,,,,
molecule.ecocyc.Aromatics,small_molecule,an aromatic compound,,low,absent|low|medium|high,"An aromatic compound contains one or more aromatic rings (an aromatic ring is a planar ring in which every atom must have an occupied p orbital, which overlaps with p orbitals on either side). The pi orbitals of the ring's atoms form a conjugated system and are in resonance, giving increased stability compared to saturated compounds having a similar structure. As a result aromatic rings are very stable and do not break apart easily. The least complex aromatic hydrocarbon is benzene. The name stems from a time when compounds were characterized by their smell rather than their chemical structure. Similar structures in which at least one of the ring's carbon atoms is replaced by one of the heteroatoms oxygen, nitrogen, or sulfur, are called heteroarenes.",,,EcoCyc,Aromatics,EcoCyc:Aromatics|METANETX:MNXM42608|CHEBI:33655,false,true,sm:chebi:33655,an aromatic compound,molecule.ecocyc.Aromatics,,,,,,
molecule.ecocyc.Ether-Lipids,small_molecule,an ether lipid,,low,absent|low|medium|high,"This class describes lipids similar in structure to a glycerolipids but in which one or more of the carbon atoms on glycerol is bonded to an alkyl chain via an ether linkage, as opposed to the usual ester linkage to an acyl chain.",,,EcoCyc,Ether-Lipids,EcoCyc:Ether-Lipids|CHEBI:64611,false,true,sm:chebi:64611,an ether lipid,molecule.ecocyc.Ether-Lipids,,,,,,
molecule.ecocyc.Cyclic-Amides,small_molecule,a cyclic amide,,low,absent|low|medium|high,EcoCyc compound Cyclic-Amides,,,EcoCyc,Cyclic-Amides,EcoCyc:Cyclic-Amides|CHEBI:23443,false,true,sm:chebi:23443,a cyclic amide,molecule.ecocyc.Cyclic-Amides,,,,,,
molecule.ecocyc.Peptidoglycan-Cleavage-Products,small_molecule,a peptidoglycan cleavage product,,low,absent|low|medium|high,This class includes compounds that are produced by cleavage of peptidoglycan polymers.,,,EcoCyc,Peptidoglycan-Cleavage-Products,EcoCyc:Peptidoglycan-Cleavage-Products,false,true,sm:name:a peptidoglycan cleavage product,a peptidoglycan cleavage product,molecule.ecocyc.Peptidoglycan-Cleavage-Products,,,,,,
molecule.ecocyc.O-Medium-Chain-Acyl-L-Carnitines,small_molecule,an O-medium-chain-acyl-L-carnitine,,low,absent|low|medium|high,This class contains CARNITINE molecules esterified at the C3 hydroxyl to medium-chain fatty acyl groups .,,,EcoCyc,O-Medium-Chain-Acyl-L-Carnitines,EcoCyc:O-Medium-Chain-Acyl-L-Carnitines,false,true,sm:name:an o medium chain acyl l carnitine,an O-medium-chain-acyl-L-carnitine,molecule.ecocyc.O-Medium-Chain-Acyl-L-Carnitines,,,,,,
molecule.ecocyc.Unspecified-Ion-Or-Solute,small_molecule,non-specific ion/solute,,low,absent|low|medium|high,"This compound class stands for generic and unspecified ions or solutes in transport reactions. Once a given transporter is better characterized, a more specific compound class should be substituted instead.",,,EcoCyc,Unspecified-Ion-Or-Solute,EcoCyc:Unspecified-Ion-Or-Solute,false,true,sm:name:non specific ion solute,non-specific ion/solute,molecule.ecocyc.Unspecified-Ion-Or-Solute,,,,,,
molecule.ecocyc.Phthioceranyl-CoA,small_molecule,a phthioceranoyl-CoA,,low,absent|low|medium|high,"This class stands for the acyl-CoA form of Phthioceranic-Acids ""phthioceranic acids"". In heptamethylated phthioceranic acids R1 = H. In octamethylated phthioceranic acids R1=CH3.",,,EcoCyc,Phthioceranyl-CoA,EcoCyc:Phthioceranyl-CoA,false,true,sm:name:a phthioceranoyl coa,a phthioceranoyl-CoA,molecule.ecocyc.Phthioceranyl-CoA,,,,,,
